Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba
U1523,B,10,F,2,104,82.03,134105,165,6693,174356,394,1935,23326,-3608,37987,20454,12084,625,1981,115846,4392,280,732,1596,5649,6746,1193,8486,116,206498,1835
U1523,B,10,F,2,106,82.05,124141,123,5957,159041,303,1614,18954,-2648,34908,20152,11176,957,1899,105365,4421,281,802,1437,5297,6731,1478,8838,122,205983,1797
U1523,B,10,F,2,108,82.07,127684,154,6197,155314,381,1660,20378,-2666,37146,23067,12079,710,2278,113195,4217,270,812,1321,5362,7169,1251,8647,266,210570,1604
U1523,B,10,F,2,110,82.09,129592,178,6478,166547,449,1647,19918,-2749,37186,21420,11884,547,2026,114315,4433,327,801,1535,5485,6849,1268,8594,190,493159,4632
U1523,B,10,F,2,112,82.11,131232,155,6762,168523,308,1954,19133,-2671,39818,24157,11927,806,2095,114423,4321,281,772,1348,5462,7195,1443,9476,159,492716,4967
U1523,B,10,F,2,114,82.13,137061,163,6762,180857,367,1988,21795,-3180,39024,20024,12669,794,2157,123662,4392,291,857,1662,5375,6232,1283,7791,135,207265,1906
U1523,B,10,F,2,116,82.15,135973,54,6901,181358,413,2049,21533,-3551,40379,21558,13154,647,1930,117591,4402,322,822,1273,5583,6964,1400,8947,238,193360,2155
U1523,B,10,F,2,118,82.17,129766,156,6105,169434,410,2138,21392,-3197,36722,19709,11599,922,2203,111516,4404,253,757,1476,5352,6610,1184,7942,75,207675,1917
U1523,B,10,F,2,120,82.19,125298,190,6065,161331,460,1742,19231,-2871,35893,21940,11500,653,1862,104598,4268,335,842,1192,5447,7605,1401,9619,10,490829,4901
U1523,B,10,F,2,122,82.21,120117,103,5111,145931,404,1963,18004,-1342,33203,21378,11092,890,2029,101323,4333,268,864,1413,5010,6896,1341,8918,278,211117,1637
U1523,B,10,F,2,124,82.23,126624,222,6142,159416,424,2015,20709,-3139,37164,22995,12075,717,1993,108266,4328,277,694,1251,5534,7725,1481,9903,242,209565,2127
U1523,B,10,F,2,126,82.25,133505,151,6412,169647,358,2125,23025,-3519,39660,22862,12855,497,2109,115640,4352,255,756,1412,5338,7268,1461,9029,131,206556,1627
U1523,B,10,F,2,128,82.27,129032,114,5568,158204,325,2420,25543,-2897,36570,22615,12280,739,2052,109946,4328,286,877,1409,5392,7205,1359,8971,185,209823,1756
U1523,B,10,F,2,129,82.28,131983,166,6174,176509,438,2251,21561,-3254,37856,22088,12464,879,2112,109413,4301,256,745,1331,5351,7471,1321,9250,-28,212285,1821
U1523,B,10,F,2,132,82.31,128458,104,5700,157790,383,1920,21929,-1558,37078,21418,12207,641,2215,107898,4203,301,756,1283,5478,7275,1313,8904,-54,130509,3273
U1523,B,10,F,2,134,82.33,137914,192,6379,170712,326,2043,26106,-3754,40537,23513,13103,540,2207,118174,4392,252,814,1570,5961,7725,1407,9414,111,214978,1838
U1523,B,10,F,3,6,82.45,132846,172,6573,164941,332,3133,17608,-3218,40264,22940,12689,738,2199,123303,4269,291,827,1231,6092,8313,1678,11213,375,206205,2093
U1523,B,10,F,3,8,82.47,114662,112,5050,126326,369,1815,13983,-120,34218,19397,11626,840,1902,104462,4117,204,694,1043,5146,8327,1215,10375,-1308,209999,1699
U1523,B,10,F,3,10,82.49,141666,195,7418,174143,450,2688,20322,-3689,44470,24730,13908,967,2126,137547,4394,350,877,1561,5969,8080,1561,9573,-57,206514,1687
U1523,B,10,F,3,12,82.51,138539,219,7332,179595,417,3240,18570,-3454,41846,23181,12726,988,1970,127501,4347,286,802,1222,6023,8126,1758,10515,130,207395,2158
U1523,B,10,F,3,14,82.53,143511,221,7441,193610,432,1953,21748,-4716,41827,22425,13532,907,2223,122494,4491,339,896,1591,6279,7627,1517,9376,127,495019,5139
U1523,B,10,F,3,16,82.55,125075,133,5782,158306,306,1580,17873,-2894,34920,19746,11213,722,1789,106974,4340,264,807,1486,5929,7211,1441,8845,16,209560,1848
U1523,B,10,F,3,18,82.57,140781,134,7019,185322,440,1842,20130,-3806,41560,25113,13725,706,2231,124886,4618,265,896,1434,6078,8813,1466,10302,-39,208737,1789
U1523,B,10,F,3,20,82.59,142562,152,7324,186108,553,1818,20422,-4184,43918,24434,13743,524,2293,125704,4434,334,891,1526,6485,8437,1680,10060,58,210769,2101
U1523,B,10,F,3,22,82.61,137572,201,6905,179453,618,1601,18833,-3586,41558,24217,13138,787,1855,120577,4273,320,813,1406,6209,8447,1307,10753,151,209356,2167
U1523,B,10,F,3,24,82.63,140409,194,7220,184353,455,1478,19947,-3775,42084,24892,13705,567,2125,122882,4359,285,897,1363,6199,9805,1484,11087,540,195468,2703
U1523,B,10,F,3,26,82.65,145612,243,7658,201899,688,1924,22887,-3953,43240,21242,14300,728,2059,124171,4346,325,898,1510,6454,9067,1450,9679,177,210658,2222
U1523,B,10,F,3,28,82.67,136280,175,6539,171181,464,1858,19234,-3087,40752,22601,13487,587,1872,124591,4559,255,934,1465,6446,8546,1418,9889,347,209968,1953
U1523,B,10,F,3,30,82.69,152044,123,7804,204723,634,1946,23577,-4280,44525,21848,14636,1037,2551,138529,4487,337,952,1747,6069,7198,1605,7988,96,209552,1960
U1523,B,10,F,3,32,82.71,143290,182,6866,193397,448,3990,22369,-3772,39528,20547,13051,828,1918,129221,4463,294,906,1715,5715,8199,1151,9125,410,208031,2090
U1523,B,10,F,3,34,82.73,142371,193,7271,195499,563,2378,21461,-3321,41085,22274,13435,762,2423,121965,4329,341,884,1597,5782,7514,1376,9652,-64,209531,1926
U1523,B,10,F,3,36,82.75,141395,132,7158,192306,483,2175,20757,-3494,41717,23280,13556,744,2368,120495,4492,326,851,1610,6213,8435,1320,9828,15,211689,2181
U1523,B,10,F,3,38,82.77,145005,156,7546,193707,497,2202,21277,-4132,43226,25113,13770,702,2098,128292,4360,306,863,1455,6067,8196,1545,11130,457,208178,1911
U1523,B,10,F,3,40,82.79,128352,128,5912,169278,394,1437,18223,-2687,35974,18970,12010,792,1955,107571,4411,246,853,1501,6179,8801,1418,8969,152,486890,2652
U1523,B,10,F,3,52,82.91,122380,186,5552,142671,342,1185,16949,-2861,36269,20730,12060,609,1639,106029,4465,320,888,1422,6441,8481,1477,11536,371,207985,1892
U1523,B,10,F,3,54,82.93,125816,183,5906,150490,353,1261,18210,-3375,36828,21860,12196,697,1901,108779,4372,303,818,1452,6505,8520,1483,10663,205,207495,2142
U1523,B,10,F,3,56,82.95,143301,223,7348,180497,426,1600,22300,-4135,43997,23297,14079,829,2043,129660,4437,270,837,1717,6308,7435,1534,10104,262,199407,2439
U1523,B,10,F,3,58,82.97,108542,109,4301,115160,194,1527,13865,-1685,29830,16280,10174,672,1757,100514,4273,218,953,1397,6487,8055,1559,10165,86,209646,1723
U1523,B,10,F,3,59,82.98,133060,97,6396,160869,422,1577,19643,-2827,39637,19868,12927,773,2151,123262,4310,350,973,1628,5969,7069,1414,8917,154,209318,1710
U1523,B,10,F,3,61,83,133876,120,6090,159457,356,1424,20154,-1328,40227,20018,13434,1144,2085,125833,4248,260,849,1651,5723,6473,1343,7840,382,210253,1799
U1523,B,10,F,3,62,83.01,122203,78,5011,138421,224,1310,17818,-790,35399,18439,11701,774,2068,113345,4363,213,862,1610,5780,6764,1596,8223,240,211944,1718
U1523,B,10,F,3,64,83.03,141770,218,7016,172635,446,1453,21206,-3884,42926,21557,14303,529,2138,133538,4278,297,948,1670,6262,7224,1354,8697,78,208956,1684
U1523,B,10,F,3,65,83.04,154026,154,7975,199508,603,1777,24059,-3987,46941,23256,15490,921,2422,144550,4504,340,1074,1859,6516,7079,1379,8105,24,496943,5632
U1523,B,10,F,3,67,83.06,132974,149,6450,166121,432,2385,19784,-3242,38759,20300,12341,849,2049,122146,4521,271,1044,1548,5929,7325,1543,8449,-18,212094,1740
U1523,B,10,F,3,68,83.07,150027,221,7757,204734,483,1985,24403,-4281,43785,20365,14120,862,2593,135223,4529,368,938,1928,5891,6172,1245,6922,204,495801,5696
U1523,B,10,F,3,70,83.09,152522,218,8027,200575,589,1965,23906,-4334,44694,22265,14676,745,2671,141299,4499,311,938,1926,6162,7061,1308,8183,35,495466,5070
U1523,B,10,F,3,72,83.11,132080,202,5989,163802,412,1715,20510,-3438,37696,20130,12603,887,2201,119802,4285,279,880,1642,5959,6789,1522,8003,155,208133,1651
U1523,B,10,F,3,74,83.13,143882,119,7102,190266,357,1613,23132,-3309,41865,19306,13348,789,2451,129672,4473,288,885,1838,5835,5762,1299,6579,366,207891,1883
U1523,B,10,F,3,76,83.15,133029,166,6287,167391,429,1547,20802,-2373,38679,19433,12545,557,2159,117587,4292,389,889,1739,5609,6522,1261,7318,242,498418,4742
U1523,B,10,F,3,78,83.17,145912,247,7404,193034,480,2024,23544,-3699,42984,21892,13679,775,1782,131915,4405,262,888,1757,5789,6850,1305,7993,62,210251,1818
U1523,B,10,F,3,81,83.2,150065,245,7338,202835,494,1784,24569,-4299,42983,20989,13619,687,1926,135214,4527,354,921,2016,5758,6333,1288,6838,76,205680,1969
U1523,B,10,F,3,82,83.21,149168,241,7261,201488,519,2264,26132,-4148,42139,19691,13266,884,2296,134602,4513,277,862,1896,5834,6135,1397,7283,123,499976,5478
U1523,B,10,F,3,84,83.23,147250,200,7037,194913,554,2297,25654,-4155,41530,19037,13234,848,2342,134098,4548,350,975,1921,5750,6013,1152,6714,308,500300,5107
U1523,B,10,F,3,86,83.25,150040,133,7493,202837,477,1960,26284,-4539,43117,20374,13780,799,2401,133105,4531,389,959,1845,5918,6741,1266,7237,280,500838,5544
U1523,B,10,F,3,88,83.27,145058,192,7239,192987,541,1925,24121,-4161,43161,20293,13407,673,2517,127913,4457,331,890,1866,6269,6979,1440,8135,-101,183818,3587
U1523,B,10,F,3,90,83.29,146200,233,7132,194331,403,1875,24135,-4335,41537,20776,13109,788,2105,126253,4501,389,916,1840,6153,7352,1393,9257,81,503560,5362
U1523,B,10,F,3,92,83.31,145989,203,7111,195083,556,2146,23751,-4441,42699,20108,13249,797,2279,127383,4505,324,868,1740,5986,6657,1514,8778,145,215585,1876
U1523,B,10,F,3,94,83.33,143497,195,7076,187694,449,2642,22562,-2942,40743,19940,13146,780,2430,131795,4448,330,878,1841,5721,6223,1340,7428,197,209732,1764
U1523,B,10,F,4,4,83.39,127023,101,5042,146446,444,5365,17002,-1441,34276,17268,10756,851,1814,123921,4525,300,1075,1507,5881,7632,1171,8447,-164,210055,1838
U1523,B,10,F,4,5,83.4,147684,158,6641,174840,374,15433,20164,-4048,39087,20321,12464,536,1988,165643,4338,293,841,1426,5826,7061,1218,8301,328,504630,5304
U1523,B,10,F,4,6,83.41,156185,200,7493,201145,520,13124,23295,-4031,42723,22082,12896,548,2174,165861,4580,317,863,1397,5879,6741,1341,7705,572,209081,1690
U1523,B,10,F,4,7,83.42,150589,111,7542,210722,556,2672,25042,-4218,42609,19732,13614,826,2302,133245,4413,316,849,1923,6027,6369,1376,7109,222,208516,1808
U1523,B,10,F,4,8,83.43,152681,176,7712,212345,465,2349,25219,-4542,43740,20170,13680,853,2393,135418,4534,310,874,1864,5883,6575,1485,7221,519,500226,4832
U1523,B,10,F,4,10,83.45,134175,99,6554,180658,367,1897,21128,-3473,40365,19164,11529,845,1797,109500,4374,318,743,1318,6927,7124,1570,7073,62,210488,1812
U1523,B,10,F,4,12,83.47,143276,154,7122,196366,437,2225,23400,-3916,40940,20148,12831,853,1985,121897,4403,277,858,1746,5703,6663,1397,7556,61,196418,2171
U1523,B,10,F,4,14,83.49,134764,141,6385,175389,325,1824,20451,-3186,38290,19360,12379,675,2019,119321,4328,305,857,1713,5776,6544,1527,8047,42,179087,1599
U1523,B,10,F,4,15,83.5,133154,89,6312,170820,419,2783,19306,-3419,36952,18934,12085,759,1913,117314,4604,357,875,1772,5771,6775,1460,8242,57,494078,2495
U1523,B,10,F,4,16,83.51,140961,161,5975,163311,317,13390,17951,-3313,36999,21367,12060,842,2039,153740,4336,300,849,1531,5840,7150,1570,9286,102,500298,4856
U1523,B,10,F,4,18,83.53,132272,155,5668,162610,381,2420,19735,-1373,37899,17409,12353,677,1834,118968,4384,329,865,1660,5630,6265,1294,7293,41,208262,1651
U1523,B,10,F,4,20,83.55,132469,204,5808,164936,393,1982,20094,-1818,38366,18320,12407,747,2146,118466,4382,354,983,1727,5517,6082,1419,7132,207,204300,1625
U1523,B,10,F,4,22,83.57,137363,122,6204,176037,389,2933,20988,-2340,39034,17903,12604,545,2091,126382,4407,312,903,1862,5560,5858,1151,6523,51,207958,1753
U1523,B,10,F,4,24,83.59,136523,155,6369,174310,412,1845,20916,-2988,39459,19389,12993,753,2194,125020,4442,268,892,1721,5940,7432,1563,7981,144,210103,1739
U1523,B,10,F,4,26,83.61,132498,124,5508,164920,401,1798,20290,-799,36650,16224,11820,819,2016,121294,4349,268,798,1947,5036,5078,1010,5090,-1344,209922,1603
U1523,B,10,F,4,28,83.63,124819,145,5017,144778,374,1879,18174,-60,35121,17534,11647,654,1841,116445,4359,274,1026,1450,5088,5696,1252,6471,-1443,206993,1369
U1523,B,10,F,4,30,83.65,126482,130,5139,146790,338,1676,18651,-954,35916,16647,11816,609,1900,118854,4492,265,909,1627,5417,5564,1151,5899,-1468,209076,1527
U1523,B,10,F,4,32,83.67,138129,147,6724,173605,475,1706,19803,-2781,42008,19540,13525,1003,2123,129809,4334,289,864,1790,6011,6657,1334,7417,258,205896,1738
U1523,B,10,F,4,44,83.79,121459,162,6457,133702,389,983,16243,-2723,40872,26529,12741,811,1536,107826,4427,297,797,763,6384,10305,1394,11431,17,184057,1566
U1523,B,10,F,4,46,83.81,140471,156,7834,150392,564,826,18372,-3616,48994,31243,15599,657,2249,146449,4281,207,862,1164,6907,11026,1587,12877,41,494138,5665
U1523,B,10,F,4,48,83.83,150958,320,10090,171135,775,967,18918,-3444,55873,33978,18754,904,2562,152376,4477,289,977,1254,7127,10421,1507,13890,289,203069,1804
U1523,B,10,F,4,50,83.85,150313,219,9955,174400,600,1166,20093,-3791,55714,29191,18920,761,2424,149797,4448,320,1096,1277,7405,10587,1648,13122,-118,210442,2051
U1523,B,10,F,4,52,83.87,153078,201,10408,185374,696,1112,20737,-4134,55707,30974,18557,780,2408,148430,4497,328,920,1352,7128,10839,1536,11708,209,494480,5188
U1523,B,10,F,4,54,83.89,148583,205,9552,173179,559,1390,19895,-3554,52921,29022,17573,553,2618,147925,4492,296,1058,1258,7221,11158,1514,13464,-87,205754,2203
U1523,B,10,F,4,56,83.91,146846,195,9493,171818,528,1119,18258,-4000,52366,34686,17136,1056,2931,146599,4332,254,918,1071,7008,10807,1453,11708,187,498825,5770
U1523,B,11,F,1,4,84.34,137068,167,4856,125748,270,1690,30167,-1468,34991,111594,10880,1382,7334,84570,4039,214,670,1110,4954,19235,1093,9609,111,214767,1980
U1523,B,11,F,1,6,84.36,151180,166,5582,145229,367,2278,40678,-4037,37462,127757,11701,876,8089,90744,4162,257,622,1113,4887,20706,1246,10365,274,210216,1697
U1523,B,11,F,1,8,84.38,148762,167,5777,147875,533,2291,37272,-3569,37877,120937,11364,1083,7621,91910,4248,279,678,1153,5334,20446,1292,10949,96,217033,2247
U1523,B,11,F,1,10,84.4,151993,211,5741,149685,328,2418,40226,-3725,38614,119483,11818,1010,7952,93446,4206,294,657,1065,5564,19512,1402,10917,224,215173,1764
U1523,B,11,F,1,11,84.41,152962,140,5402,139523,367,2762,47022,-4104,39097,117694,11650,853,7561,95850,4180,248,655,1114,5316,20989,1054,10073,307,499579,5653
U1523,B,11,F,1,14,84.44,142678,207,5184,131465,396,1883,34207,-2840,35029,128353,11228,1037,7048,84539,4160,191,590,1081,4821,20296,1243,10061,30,211565,1741
U1523,B,11,F,1,16,84.46,141156,151,5153,125320,274,1453,31052,-1744,35830,129373,10742,940,6185,85932,4144,225,667,1028,5003,20596,1012,9947,9,215331,1788
U1523,B,11,F,1,18,84.48,139074,171,4699,118551,364,1435,29858,-1132,34112,136173,10287,661,6071,81826,4204,319,640,1038,5159,20437,1099,10833,228,210334,1818
U1523,B,11,F,1,22,84.52,130309,99,4104,106959,308,1009,25881,-524,31881,129984,9713,731,5692,75482,4055,234,614,828,4457,18323,994,9765,-1125,499123,4350
U1523,B,11,F,1,24,84.54,128073,159,4041,104870,210,928,25805,-564,31557,126639,9607,892,5087,74287,3995,206,621,839,4146,20435,723,8673,-1391,501078,4274
U1523,B,11,F,1,30,84.6,122670,117,4248,105614,300,1010,23500,-882,31919,101001,9739,744,5185,76919,4005,255,616,825,5556,13237,1250,11293,-1082,500374,5390
U1523,B,11,F,1,32,84.62,130067,106,4160,107100,315,1151,26449,-1148,31506,135048,9678,1086,6983,72896,4113,285,616,850,4277,18285,954,9339,-1323,496724,4996
U1523,B,11,F,1,34,84.64,133101,179,4716,112826,438,1111,27909,-1474,32137,137814,10147,791,5059,75121,4068,233,561,932,4322,17762,1337,18283,211,212562,1774
U1523,B,11,F,1,36,84.66,138675,108,4893,113892,273,1296,31166,-1916,34743,147227,10519,1127,5353,82978,4170,256,664,932,4421,19896,1176,8969,219,499878,5058
U1523,B,11,F,1,38,84.68,135000,175,5465,116792,373,938,27424,-1665,37612,121799,11572,879,3024,87531,4000,257,605,854,4887,17457,1133,12180,125,212265,1691
U1523,B,11,F,1,40,84.7,145421,108,6491,142511,443,1085,30401,-2206,41267,115388,12640,1254,3294,97560,4184,276,682,983,5125,18383,1155,12106,232,214200,1786
U1523,B,11,F,1,42,84.72,141706,215,6670,143314,499,1161,29114,-2697,40848,103101,12325,1174,3998,95437,4215,333,695,949,5526,16803,1166,12199,480,495839,6071
U1523,B,11,F,1,44,84.74,143830,154,6308,139347,589,1173,29596,-3210,38712,128599,12612,751,5459,90374,4157,291,710,894,4745,22268,1201,10883,277,213677,1655
U1523,B,11,F,1,46,84.76,138291,84,5112,123631,382,882,25856,-2745,33423,149795,10249,846,6917,77359,4217,244,633,958,4630,23323,1234,9776,30,210704,1745
U1523,B,11,F,1,50,84.8,140907,84,6580,145279,416,877,25630,-2880,40358,105120,12346,872,3826,97921,4294,283,785,946,5374,16909,1425,13495,190,213848,2053
U1523,B,11,F,1,52,84.82,138810,169,7004,146788,593,857,25599,-3300,43560,77655,13653,860,2473,105909,4411,234,758,1014,6640,16966,1454,13278,49,212948,2075
U1523,B,11,F,2,2,84.91,144368,113,5766,130052,483,990,33137,-3025,38632,125424,11784,1018,7322,91528,4129,300,711,1005,5511,21281,1398,13916,245,211772,1901
U1523,B,11,F,2,5,84.94,118813,154,4709,112146,295,845,26553,-1152,35624,58515,10541,564,2100,83343,4067,266,656,841,6007,12634,1443,11741,166,211122,1589
U1523,B,11,F,2,6,84.95,130920,158,5816,133245,369,841,31578,-3189,41203,58383,12683,663,2229,96566,4283,244,688,1034,6698,14883,1341,15054,-10,212086,2041
U1523,B,11,F,2,8,84.97,139992,162,6466,149962,445,1032,34012,-4186,43328,62230,13624,562,2504,103611,4237,314,826,1092,6173,13670,1380,14929,137,210536,2049
U1523,B,11,F,2,10,84.99,142355,169,6624,149162,368,1190,36537,-4024,43734,71089,13002,658,2399,103222,4149,238,740,1078,6379,14525,1416,12830,-19,495354,5541
U1523,B,11,F,2,12,85.01,149220,229,6409,144721,329,1368,38088,-4728,41863,104774,13064,685,3818,99463,4138,286,691,986,6420,15322,1372,13450,197,198932,2390
U1523,B,11,F,2,14,85.03,144692,222,5294,116853,472,1794,41430,-4118,38613,115548,12414,1077,3681,99073,4244,303,770,1079,5171,21368,1195,11141,186,211273,2507
U1523,B,11,F,2,16,85.05,148266,160,6165,137541,368,1382,34538,-3665,39757,130698,11758,481,6240,92083,4154,254,709,1054,4793,26381,1376,10438,331,498133,5378
U1523,B,11,F,2,18,85.07,132701,129,5564,130056,405,1381,30235,-3193,39031,80446,11859,571,3522,92275,4107,284,610,988,5997,14206,1447,13792,169,211138,1930
U1523,B,11,F,2,19,85.08,138623,128,5722,133472,176,1524,31686,-3284,38963,99630,12269,853,4506,90810,4363,279,740,917,5202,15851,1412,12837,310,216573,2010
U1523,B,11,F,2,20,85.09,138599,116,6166,150137,421,1497,32602,-3584,41168,67687,12731,946,3143,97594,2074,775,327,352,528,1815,498,2155,1288,502225,5537
U1523,B,11,F,2,21,85.1,133643,201,5588,141475,324,1823,33123,-2947,39299,51806,12476,653,2329,99813,4223,261,788,994,5914,11179,1407,12124,455,211056,2240
U1523,B,11,F,2,22,85.11,135661,169,5865,152378,354,2077,33646,-2880,38925,43397,12026,629,2239,103738,4292,269,739,1248,5585,9990,1450,11500,162,498639,4949
U1523,B,11,F,2,23,85.12,136785,129,5599,154713,312,2599,35461,-2819,38786,38612,12317,578,1804,107081,4521,240,827,1460,5662,8287,1305,9882,138,210237,1810
U1523,B,11,F,2,24,85.13,129625,145,4889,143673,324,2814,35839,-3251,34512,32707,11372,589,2056,98803,4291,316,881,1512,5822,8797,1275,10138,60,499131,5428
U1523,B,11,F,2,26,85.15,138178,187,4913,144460,405,3381,44063,-3640,37559,26954,11861,907,2301,115627,4450,292,797,1894,6134,8046,1369,9578,71,198307,2487
U1523,B,11,F,2,29,85.18,143786,182,6394,177761,370,3075,35009,-3704,41735,27523,12905,600,1968,120793,4559,345,852,1677,6228,8228,1639,9955,181,182048,1469
U1523,B,11,F,2,30,85.19,142121,173,5833,167058,302,3795,39620,-3887,41186,28986,12590,759,2207,118472,4396,359,873,1534,5940,7674,1488,9842,-63,214062,1721
U1523,B,11,F,2,32,85.21,146082,203,6780,185808,441,3106,31967,-4088,42796,28592,13208,638,2400,122255,4445,295,919,1669,5995,8069,1445,9655,139,208171,1948
U1523,B,11,F,2,34,85.23,147325,103,7078,189874,412,2842,30878,-4149,44581,29498,13649,711,2777,123002,4472,355,971,1656,6156,7957,1596,9472,326,209874,1948
U1523,B,11,F,2,36,85.25,145864,148,6163,177601,409,3939,36050,-4670,41900,27640,12623,389,2077,123392,4478,318,861,1717,5949,8696,1440,8977,593,211526,1807
U1523,B,11,F,2,38,85.27,140601,130,5723,168061,298,4663,35267,-4166,39641,25925,12046,661,1929,122890,4373,315,840,1679,5780,7257,1401,8475,409,197700,2331
U1523,B,11,F,2,40,85.29,143388,160,6227,185946,383,3390,32136,-4139,40934,26460,12445,772,2064,119292,4473,379,907,1686,5900,7463,1327,9218,-98,209636,1899
U1523,B,11,F,2,42,85.31,143307,211,6122,178998,372,3735,34286,-4299,40643,28667,12424,613,2086,118347,4385,321,984,1582,5509,7632,1280,9603,134,208484,1665
U1523,B,11,F,2,44,85.33,141872,152,6544,187242,467,3505,28066,-4221,41075,27590,12446,460,2128,116543,4403,288,828,1703,5832,7697,1587,9396,342,209859,1824
U1523,B,11,F,2,47,85.36,145887,223,7268,196141,536,2962,27216,-4275,43483,27773,12444,660,2158,120390,4370,263,797,1704,6101,7670,1471,9188,-76,208279,1986
U1523,B,11,F,2,48,85.37,147953,219,7649,201476,454,2986,27130,-4188,43800,28484,13148,826,2162,121225,4456,338,847,1809,5717,7522,1457,9649,316,211758,2039
U1523,B,11,F,2,50,85.39,145253,211,7504,193487,383,4162,24498,-4130,43466,29848,12691,510,1982,125209,4588,273,861,1688,5928,7573,1432,9025,33,207362,1914
U1523,B,11,F,2,52,85.41,144139,161,7035,197357,452,4652,26696,-3943,40359,26814,12782,825,2146,121076,4376,269,813,1652,5749,7341,1390,8206,277,213322,1767
U1523,B,11,F,2,54,85.43,148276,227,7928,200265,441,3663,26464,-4107,45664,32645,13406,871,2177,124591,4256,235,840,1487,6013,7766,1455,10250,183,213028,1689
U1523,B,11,F,2,56,85.45,144555,154,7291,197656,426,4414,24456,-3859,41104,26592,12315,850,2454,123269,4472,304,719,1644,5532,7814,1474,8602,390,211916,1804
U1523,B,11,F,2,58,85.47,144148,213,6970,187112,353,5518,26686,-3483,41633,27146,12246,872,2271,128071,4477,213,780,1483,5621,7786,1388,8476,57,211904,1867
U1523,B,11,F,2,60,85.49,142492,172,6693,188393,380,6973,26160,-3522,39425,24689,11695,716,1830,128781,4215,284,818,1720,5573,7339,1319,8681,231,213405,1685
U1523,B,11,F,2,62,85.51,139352,177,6609,187405,273,4830,24503,-3070,38956,25784,11526,895,2057,121360,4270,297,806,1575,5098,6671,1122,9134,379,214248,1566
U1523,B,11,F,2,64,85.53,135769,123,5680,170330,325,7839,25331,-2574,34858,21616,10968,900,1921,128558,4178,313,759,1428,3718,4568,795,5063,-1503,211150,1582
U1523,B,11,F,2,66,85.55,146302,177,7417,193624,426,4301,24918,-3361,43054,27830,12863,990,2425,129082,4432,257,842,1616,5777,7648,1378,8671,19,501140,5151
U1523,B,11,F,3,2,85.61,138302,71,4966,159633,246,5696,32952,-1336,35080,22577,11041,620,2001,117859,4487,243,781,1934,5299,7030,1217,8866,15,223043,1656
U1523,B,11,F,3,4,85.63,145046,249,4749,154349,263,8325,43212,-3147,35614,25112,11748,653,1930,131211,4335,282,855,1720,5773,7473,1345,9110,130,219770,1969
U1523,B,11,F,3,6,85.65,139516,130,4494,151296,269,6963,41334,-2757,33224,22287,10627,743,1889,123857,4453,215,860,1891,5268,7094,1386,8367,116,219226,1800
U1523,B,11,F,3,8,85.67,143733,171,4945,146360,230,5034,50935,-4007,38190,33542,11536,571,2444,113704,4449,288,798,1734,6382,11014,1327,9300,73,219192,1861
U1523,B,11,F,3,9,85.68,126684,105,3312,107668,281,4583,52278,-2689,30335,39654,9348,688,2845,89635,4208,243,710,1198,6470,16969,1603,12203,64,223794,1950
U1523,B,11,F,3,10,85.69,136993,138,4150,135177,269,4376,46352,-1824,35174,28595,11522,381,2515,108663,4362,240,801,1644,6137,10416,1171,9030,240,225216,1897
U1523,B,11,F,3,12,85.71,140563,97,4561,146941,382,4457,42831,-2068,37030,29220,11453,828,2379,115770,4378,316,881,1725,5838,9392,1257,8121,286,216945,1751
U1523,B,11,F,3,14,85.73,137250,216,4104,129465,278,4674,46644,-3100,33156,48834,10485,558,2638,101571,4441,267,714,1511,5360,13948,1290,8169,125,222121,1692
U1523,B,11,F,3,17,85.76,144471,173,5182,156646,297,5339,40699,-2563,39049,29668,12119,776,2554,123966,4399,263,837,1653,6038,8250,1646,9286,263,219586,1765
U1523,B,11,F,3,18,85.77,151308,143,5947,183301,338,7775,36677,-4165,39170,25845,11778,887,2066,136924,4478,316,893,2002,5440,7202,1168,8354,69,221487,1727
U1523,B,11,F,3,20,85.79,150152,132,5766,170134,362,5372,43169,-4705,40658,30376,12431,550,2554,127311,4659,254,855,1825,6086,8428,1436,9534,371,218616,1937
U1523,B,11,F,3,22,85.81,140880,101,4711,135822,349,4232,51479,-4215,35686,40463,11353,475,2463,104718,4435,271,769,1380,6067,13052,1379,11014,295,222670,1903
U1523,B,11,F,3,26,85.85,121496,162,3587,112614,246,2437,33670,-496,31849,56190,9696,454,2608,72622,4158,212,617,821,5843,18274,946,9040,-52,222682,1952
U1523,B,11,F,3,28,85.87,126013,138,4586,129008,322,2815,35285,-3028,34415,55272,9556,506,2602,79136,4349,317,592,871,6476,16308,1125,9277,29,527994,5673
U1523,B,11,F,3,39,85.98,135382,67,4351,135993,355,3892,44006,-1837,36179,30534,11221,608,2165,105818,4350,310,815,1639,5712,9682,1242,9145,95,521572,5263
U1523,B,11,F,3,54,86.13,141818,128,5093,154352,345,3864,36567,-2338,39535,36095,12282,558,2341,115393,4451,266,798,1710,5835,9180,1138,8805,40,220365,1661
U1523,B,11,F,3,55,86.14,139441,210,5397,160056,309,3622,34186,-2060,39208,27690,11863,676,2178,113196,4439,246,783,1717,5910,7766,1550,9376,460,216672,1736
