Site,Hole,Core,Core Type,Section,Interval (cm),Ca,Al,Ti,Fe,P,Ar,Mn,K,Cl,S,Si,Ba,Rh,Cr,Zn,Ga,Ni,Sr,Mo,Y,Cu,Nb,Zr,Br,Bi,Pb,Rb,Al/K,ln(Al/K),predicted_ln(Al/K),predicted_Al/K,Ba/K,ln(Ba/K),predicted_ln(Ba/K),predicted_Ba/K,Br/K,ln(Br/K),predicted_ln(Br/K),predicted_Br/K,Ca/K,ln(Ca/K),predicted_ln(Ca/K),predicted_Ca/K
U1456,A,2,H,1,24,1200765,3876,14404,261235,-4816,-36265,540,20516,107701,-2150,78257,-2693,80729,-285,284,31,581,89405,130,-176,115,89,5147,1120,63,120,1098,-1.6664013754985023,-1.6664013754985023,1.1143582151376363,3.0476116403941824,-2.03054925569756,-2.03054925569756,-4.192465123370589,0.015108993395160178,-2.907876384220019,-2.907876384220019,-5.272580788394004,0.005130353117262623,4.069509063132265,4.069509063132265,2.7927163564931625,16.325304975571818
U1456,A,2,H,1,26,1106397,2548,13263,228747,-4576,-28018,670,14921,120722,-1459,67702,-2482,69471,258,322,55,725,99499,127,-87,73,119,5343,985,18,77,1138,-1.7674608789483677,-1.7674608789483677,1.0996311188627321,3.0030580481352307,-1.7937049298758692,-1.7937049298758692,-4.206313700100508,0.014901197500478688,-2.7178832544683327,-2.7178832544683327,-5.2059409760890105,0.0054838878050504246,4.306094452191842,4.306094452191842,2.908516716623633,18.329590416547248
U1456,A,2,H,1,28,1040693,2220,15616,213474,-4899,-31231,632,12747,108969,-933,67905,-3467,69919,311,747,83,638,91302,-84,63,37,107,4625,855,14,100,1040,-1.7477887539165962,-1.7477887539165962,1.102497878240969,3.011679444788525,-1.302006283097898,-1.302006283097898,-4.23506391995179,0.014478884678569812,-2.701949759846161,-2.701949759846161,-5.200352326160606,0.005514621133154304,4.402346166578456,4.402346166578456,2.9556285997092715,19.213796711608644
U1456,A,2,H,1,30,951231,2699,19066,229646,-3997,-33187,750,12663,110165,-929,69296,-3942,81397,576,278,35,539,68517,95,-137,48,281,5400,630,57,227,935,-1.5458030214326037,-1.5458030214326037,1.1319326491126118,3.1016451029826095,-1.1669961467379428,-1.1669961467379428,-4.242958127365081,0.014365035326247501,-3.00071981506503,-3.00071981506503,-5.30514548593517,0.004965975696261759,4.319072579789156,4.319072579789156,2.9148690609318004,18.446396890587426
U1456,A,2,H,1,32,1033306,4135,17934,277164,-4183,-36882,562,23079,99802,-1105,86106,-3440,73451,255,234,50,551,74488,186,-267,39,160,5164,988,11,102,1151,-1.7194357846692527,-1.7194357846692527,1.1066296708337573,3.0241488223117376,-1.9034516417596004,-1.9034516417596004,-4.199896675942951,0.014997126304360687,-3.1509956943791764,-3.1509956943791764,-5.357854530754585,0.004711002584029661,3.801595536697467,3.801595536697467,2.6615819573305775,14.318923116322072
U1456,A,2,H,1,34,1177465,4290,17243,270849,-4029,-23039,435,25837,107587,-2620,88165,-3351,61287,247,304,66,601,87415,-67,-132,55,154,5595,1035,65,91,1315,-1.7955208401632492,-1.7955208401632492,1.095542025445737,2.9908033356474215,-2.0425487643480014,-2.0425487643480014,-4.191763497457912,0.015119597976230085,-3.2174061463858425,-3.2174061463858425,-5.381147899639019,0.004602535647503997,3.819311528354124,3.819311528354124,2.670253322126451,14.443627619865387
U1456,A,2,H,1,36,1122282,5823,16203,310051,-4149,-9829,360,35708,109213,-2125,95494,-2965,43419,618,327,32,710,67392,381,13,97,200,4581,1159,23,108,1447,-1.8135591604621328,-1.8135591604621328,1.0929133554977297,2.9829518248349642,-2.488497720867427,-2.488497720867427,-4.165688317820145,0.015519029198599267,-3.427817188959501,-3.427817188959501,-5.454949264995401,0.004275093673107765,3.447744638084095,3.447744638084095,2.4883841886315112,12.041803109963432
U1456,A,2,H,1,38,1106454,4651,16652,287664,-4218,-23424,1231,31508,113351,-2050,90887,-3790,57986,684,269,80,732,71706,-123,-607,103,54,4646,1265,10,100,1266,-1.913159231599118,-1.913159231599118,1.0783989378868282,2.9399687083830655,-2.117875462746743,-2.117875462746743,-4.1873590534883665,0.015186338267403026,-3.2151693596615942,-3.2151693596615942,-5.380363349967854,0.004606147982175473,3.5586741042598824,3.5586741042598824,2.542680323246157,12.713702174630216
U1456,A,2,H,1,40,1232341,4205,14710,268450,-4509,-33527,-138,25018,109797,-2364,79774,-3509,68467,697,285,70,641,83184,85,-122,22,224,5302,1292,-7,116,1328,-1.7833212723676382,-1.7833212723676382,1.0973198316223458,2.9961251334513905,-1.9642644691914717,-1.9642644691914717,-4.196340875718766,0.015050548011607774,-2.9634041604321397,-2.9634041604321397,-5.292057074664595,0.005031399642331008,3.8970753257171022,3.8970753257171022,2.7083160096640917,15.003987658381616
U1456,A,2,H,1,42,1118658,2817,16159,247215,-4751,-36729,654,18043,121926,-1643,69850,-3693,73130,-73,258,87,582,84207,-60,-291,49,225,6043,1022,34,146,1095,-1.857085309031926,-1.857085309031926,1.0865704212997487,2.9640910372965985,-1.5863186620557352,-1.5863186620557352,-4.218439828234145,0.014721594813611148,-2.8709963061446486,-2.8709963061446486,-5.25964515496374,0.005197148573918606,4.127127233644579,4.127127233644579,2.820918456892966,16.79226656461462
U1456,A,2,H,1,44,1175883,3483,14109,263363,-4915,-50771,238,18045,96658,-1708,73657,-3081,92380,273,244,56,656,91991,195,-564,57,256,5628,1157,7,130,1197,-1.6449746467108877,-1.6449746467108877,1.1174806676229485,3.0571425350742683,-1.767614418480221,-1.767614418480221,-4.207839244137639,0.014878482398335412,-2.7470381898832126,-2.7470381898832126,-5.216167027032805,0.005428095044985694,4.176905995618464,4.176905995618464,2.8452834381216814,17.2064349374321
U1456,A,2,H,1,46,1081795,3045,15039,264399,-4516,-38131,827,18227,116632,-2127,70280,-3018,77880,535,253,47,572,81911,45,-223,40,217,5101,1515,22,120,1061,-1.789403110080936,-1.789403110080936,1.0964335437773187,2.9934708805532173,-1.7983096508971392,-1.7983096508971392,-4.206044456443681,0.014905210093543187,-2.487488572281464,-2.487488572281464,-5.125130378373882,0.005945442148858661,4.08347296625743,4.08347296625743,2.799551203806214,16.437268132094424
U1456,A,2,H,1,48,1273098,2486,11220,229896,-4718,-26231,88,17644,115950,-2532,67697,-2790,67388,-200,244,72,671,97155,-34,-744,79,149,5026,1205,32,91,1028,-1.959720789154174,-1.959720789154174,1.0716136627032529,2.9200877368734255,-1.844354186409419,-1.844354186409419,-4.203352176268409,0.014945393162955059,-2.683916215300075,-2.683916215300075,-5.19402708679371,0.005549612981081614,4.278812796855171,4.278812796855171,2.895163290507592,18.086454546487595
U1456,A,2,H,1,50,1261137,2000,12643,242968,-5009,-17093,333,19526,124854,-2231,64159,-2346,61512,-76,237,68,700,100161,47,-551,53,35,5329,1066,30,69,1049,-2.2785997302435343,-2.2785997302435343,1.0251443975164096,2.7874979392861174,-2.1190351605721958,-2.1190351605721958,-4.187291244541441,0.01518736807192317,-2.907833585059827,-2.907833585059827,-5.272565776651181,0.005130430133382283,4.168022063193502,4.168022063193502,2.8409350606573134,17.13177730093801
U1456,A,2,H,1,52,883558,3944,39025,285410,-3415,-31181,1447,20509,105749,-759,79084,-6185,62958,1015,351,70,504,55062,-74,152,54,159,9372,617,55,123,1079,-1.6486683774512068,-1.6486683774512068,1.1169423913958816,3.0554973907356486,-1.1987368083471446,-1.1987368083471446,-4.241102212150611,0.014391720368794575,-3.503750069268345,-3.503750069268345,-5.481582611675737,0.0041627364866669014,3.7630931234043654,3.7630931234043654,2.642736358526035,14.05160126782594
U1456,A,2,H,1,54,954261,4510,18917,278434,-4220,-19241,451,27951,124857,-882,73361,-3611,48568,455,291,64,658,73883,32,-98,98,186,5080,1118,24,122,1423,-1.8241558236218107,-1.8241558236218107,1.091369135773528,2.9783490465558673,-2.0464682348410768,-2.0464682348410768,-4.191534321235617,0.01512306342566104,-3.21891160240349,-3.21891160240349,-5.381675936134762,0.004600105982241574,3.5304842418000235,3.5304842418000235,2.528882361174805,12.53948368829357
U1456,A,2,H,1,56,1041245,4887,15483,294177,-3739,-22321,608,30648,118731,-1665,84580,-3293,50356,241,287,82,660,72939,337,-298,60,24,4340,1223,38,87,1391,-1.8359887891103301,-1.8359887891103301,1.0896447534441265,2.973217659597207,-2.2307684040041207,-2.2307684040041207,-4.180758065460281,0.015286914691179772,-3.2212605506933127,-3.2212605506933127,-5.382499826310962,0.004596317560949167,3.525604984150407,3.525604984150407,2.526494133418049,12.509572277141949
U1456,A,2,H,1,58,1208900,4291,13453,278245,-4562,-43281,201,20273,94365,-2365,81062,-2612,85074,-10,262,84,541,93174,27,-409,49,47,4775,1413,37,86,1044,-1.5527701454766691,-1.5527701454766691,1.130917351163844,3.0984976071651467,-2.0491737400718724,-2.0491737400718724,-4.191376127043496,0.015125455995702409,-2.6635748477836665,-2.6635748477836665,-5.186892381896265,0.005589349417307871,4.088176182721889,4.088176182721889,2.801853265495318,16.47515132532863
U1456,A,2,H,1,60,1150691,3284,15425,238438,-4440,-37422,1010,17321,95569,-2296,78653,-3175,81248,715,236,61,652,88949,125,-260,56,126,5402,1133,19,91,935,-1.6628574465979613,-1.6628574465979613,1.1148746611949392,3.0491859739042297,-1.6966120058434881,-1.6966120058434881,-4.211990841842155,0.014816840968709066,-2.7270506561422736,-2.7270506561422736,-5.209156428814455,0.005466282942032282,4.1961982722845335,4.1961982722845335,2.854726339877144,17.369683167560726
U1456,A,2,H,1,62,980766,3869,15783,204951,-4036,-44187,1034,12215,82003,-1460,89533,-2810,80632,4,233,58,604,76837,82,-321,35,58,4279,794,35,99,831,-1.1496686289913278,-1.1496686289913278,1.189660117941681,3.285964177296487,-1.4694802213640494,-1.4694802213640494,-4.225271514428481,0.014621364259240863,-2.733336522444705,-2.733336522444705,-5.211361187223961,0.005454244384678958,4.385669194292259,4.385669194292259,2.947465798936561,19.057596699072683
U1456,A,2,H,1,64,850195,3404,22104,224214,-4135,-26403,1022,15741,85651,-594,100164,-3813,69062,807,146,64,491,58355,234,-351,44,105,5696,559,20,122,1021,-1.5313175626615567,-1.5313175626615567,1.1340435712785137,3.1081993496997886,-1.4178524924972578,-1.4178524924972578,-4.228290250731843,0.014577292769717276,-3.337874579199722,-3.337874579199722,-5.423402026206047,0.004412110969305396,3.9891969615655287,3.9891969615655287,2.753406362240216,15.696007211014166
U1456,A,2,H,1,66,795788,2583,28437,244094,-3835,-30594,622,10913,104601,-1013,78135,-4988,68708,735,264,86,651,55087,245,-78,65,27,7082,548,38,153,1051,-1.4410032250172493,-1.4410032250172493,1.147204806987056,3.149377477092531,-0.7829197113131627,-0.7829197113131627,-4.265415545197156,0.01404602916020262,-2.991434731165074,-2.991434731165074,-5.301888756341117,0.004982174900170727,4.289378079582565,4.289378079582565,2.9003346307563524,18.1802280151175
U1456,A,2,H,1,68,1199326,2177,11597,241698,-5160,-29828,143,14623,116335,-1192,60735,-2410,70203,407,245,64,597,101688,27,-475,31,42,5090,1366,35,120,978,-1.9046478493773318,-1.9046478493773318,1.0796392759167388,2.94361752579453,-1.8029688841271783,-1.8029688841271783,-4.205772025391491,0.014909271288784815,-2.3707088704811436,-2.3707088704811436,-5.084170068813334,0.006194025572711394,4.406919379685873,4.406919379685873,2.957867029254297,19.256853613782706
U1456,A,2,H,1,70,895892,4864,26096,240997,-3480,-37968,1045,15438,89179,-1099,100735,-4235,80087,609,201,50,563,60367,25,-79,32,185,7033,638,27,139,945,-1.1549708578637963,-1.1549708578637963,1.1888874401388938,3.28342616637456,-1.2934486744236444,-1.2934486744236444,-4.235564293773027,0.014471641635981507,-3.1862489981650093,-3.1862489981650093,-5.370219575482725,0.0046531094893416695,4.060987867467969,4.060987867467969,2.788545526119444,16.257356696593728
U1456,A,2,H,1,72,990544,3882,21934,221358,-4250,-35240,942,13503,87406,-743,86914,-4376,74800,477,315,118,503,70424,124,125,61,138,5988,786,47,115,994,-1.246561398232087,-1.246561398232087,1.1755402272610522,3.2398927495352194,-1.1267768178592252,-1.1267768178592252,-4.24530980060053,0.014331293147983804,-2.843710369531836,-2.843710369531836,-5.250074652615471,0.005247126672830035,4.295342404182159,4.295342404182159,2.9032539612328176,18.233379654683056
U1456,A,2,H,1,74,779492,3642,18767,217694,-3242,-25084,742,13481,84961,-1081,83658,-3625,61609,443,217,48,532,55943,247,-105,33,128,4771,641,32,137,1049,-1.3087483054035107,-1.3087483054035107,1.166477917060741,3.2106644743034476,-1.3134269984022888,-1.3134269984022888,-4.234396136792304,0.014488556662961023,-3.046007108770394,-3.046007108770394,-5.321029937948097,0.004887717086664986,4.057361138747144,4.057361138747144,2.786770367925455,16.22852291647341
U1456,A,2,H,1,76,755315,2472,18449,222236,-3285,-34677,732,11991,95546,-802,76365,-3443,72881,970,193,78,540,48804,117,-294,54,90,4680,500,64,117,954,-1.5791288288018517,-1.5791288288018517,1.127076179836476,3.086618576300818,-1.2478131840409095,-1.2478131840409095,-4.238232656580455,0.014433077520085802,-3.177303548957241,-3.177303548957241,-5.367081972260078,0.004667732028537779,4.14297851238332,4.14297851238332,2.828677109250033,16.923058652242617
U1456,A,2,H,1,78,542231,8070,33391,329281,-1899,-12382,1178,41416,96432,-653,116243,-4888,39131,1307,346,76,646,19674,434,283,74,366,9112,943,37,127,1539,-1.635513797317743,-1.635513797317743,1.1188593686366968,3.06136032745576,-2.136884057730306,-2.136884057730306,-4.186247597745256,0.015203226593862309,-3.78235627594828,-3.78235627594828,-5.5793033310745,0.003775194663673994,2.5720248303049305,2.5720248303049305,2.059749649882894,7.8440058167109
U1456,A,2,H,1,80,541958,8192,27065,379332,-1555,-20755,923,48601,113327,-759,111046,-4452,39474,1433,472,102,672,14374,354,496,97,284,4378,1248,29,116,2212,-1.7804860385292978,-1.7804860385292978,1.097733001688235,2.9973632984389313,-2.3902906734131513,-2.3902906734131513,-4.171430603717732,0.01543016986809748,-3.6621018368792138,-3.6621018368792138,-5.537124262500397,0.0039378347502780795,2.4115444008357234,2.4115444008357234,1.9812000336099003,7.251439737324853
U1456,A,2,H,1,82,548819,9007,25150,407524,-1309,-18704,351,53440,99455,-681,126715,-3845,41614,1119,443,61,660,13583,392,403,124,338,3915,1341,55,129,2118,-1.7805574764267844,-1.7805574764267844,1.0977225912591506,2.997332094763295,-2.631785926270783,-2.631785926270783,-4.157310081608927,0.015649597493233487,-3.6851439249288487,-3.6851439249288487,-5.545206241173782,0.0039061375145328188,2.329209167575246,2.329209167575246,1.9408997864099828,6.965015177992797
U1456,A,2,H,1,84,565322,9027,26903,389626,-1483,-11359,969,52613,114237,-828,118232,-3951,36900,1655,440,75,736,15475,137,445,152,632,4233,1425,45,90,2204,-1.7627431511805125,-1.7627431511805125,1.1003186190845242,3.0051233610795833,-2.5889945260672764,-2.5889945260672764,-4.159812146993196,0.015610490122069838,-3.6087914237759167,-3.6087914237759167,-5.518425713096276,0.004012159262655129,2.3744322428164497,2.3744322428164497,1.963034916647548,7.120905659107209
U1456,A,2,H,1,86,559844,9363,24421,393285,-1364,-26615,796,51056,99753,-1167,122323,-4030,53102,919,410,77,770,12923,609,246,160,515,3712,1659,32,168,2278,-1.6961573175791356,-1.6961573175791356,1.110021971550319,3.034425064726247,-2.5391566935772962,-2.5391566935772962,-4.162726225871361,0.01556506613920631,-3.42670805832758,-3.42670805832758,-5.454560239048886,0.004276757119011212,2.394735103956508,2.394735103956508,1.9729724645284346,7.1920227796828335
U1456,A,2,H,1,88,590898,6474,21272,355264,-2102,-24741,687,38060,117954,-722,93199,-3469,52433,1257,442,68,757,14563,545,142,99,421,3734,1772,53,162,1872,-1.7713697063639509,-1.7713697063639509,1.0990614972466926,3.0013479284635967,-2.3952974938803906,-2.3952974938803906,-4.171137848815654,0.015434687787255479,-3.0670550096851144,-3.0670550096851144,-5.32841245840136,0.004851766282358214,2.7424795518104412,2.7424795518104412,2.143181336914534,8.526520260213346
U1456,A,2,H,1,90,723509,7222,18488,333231,-3335,-30868,896,34673,101405,-329,99279,-3510,62571,785,407,70,776,16262,453,271,144,338,3115,1971,51,155,1621,-1.5688293632394819,-1.5688293632394819,1.12857708985225,3.091254791437384,-2.2903452486169735,-2.2903452486169735,-4.17727453465968,0.015340259990403747,-2.8674202579241648,-2.8674202579241648,-5.258390861282079,0.005203671414461195,3.0381516994294824,3.0381516994294824,2.287902620468577,9.854247893759458
U1456,A,2,H,1,92,615919,5907,20537,315975,-2770,-22721,1113,39042,116956,-382,88914,-3906,49417,686,496,53,694,15089,185,476,158,168,3456,1690,40,176,1834,-1.888499901415804,-1.888499901415804,1.0819924676122583,2.950552578665183,-2.3021241572864146,-2.3021241572864146,-4.176585807497069,0.015350828883264665,-3.13990946080592,-3.13990946080592,-5.35396605054766,0.0047293568863762845,2.758477471640095,2.758477471640095,2.151011765010606,8.593548652031734
U1456,A,2,H,1,94,643789,6975,19961,333531,-2146,-17908,875,40925,107787,-1679,99172,-3856,51751,858,369,68,692,15553,338,454,159,570,3529,1757,18,151,1978,-1.7694087955497693,-1.7694087955497693,1.0993472548584076,3.0022057090323866,-2.3621107465088995,-2.3621107465088995,-4.1730783184291695,0.015404766284882208,-3.1481333140522385,-3.1481333140522385,-5.356850555042506,0.00471573469126645,2.755629909409972,2.755629909409972,2.1496179818482015,8.581579451787759
U1456,A,2,H,1,96,684091,6783,21283,357180,-2347,-20520,596,40366,106192,-1147,102735,-4028,54308,1101,486,100,715,24347,200,357,106,203,3796,1610,30,114,1561,-1.7835683645139848,-1.7835683645139848,1.0972838236299869,2.9960172509428067,-2.3047178716216115,-2.3047178716216115,-4.176434149855022,0.015353157130320339,-3.221753667481556,-3.221753667481556,-5.38267278630302,0.004595522650646149,2.8301031032311355,2.8301031032311355,2.1860700328342637,8.90016693082139
U1456,A,2,H,1,98,816201,5284,20650,280592,-3134,-13536,509,29868,105637,-1101,89798,-3780,44604,607,305,73,566,57877,84,16,81,185,4823,1214,17,148,1426,-1.7321042865133762,-1.7321042865133762,1.1047835283142686,3.018570962931516,-2.0670636635419593,-2.0670636635419593,-4.190330081388788,0.015141286191332403,-3.202866980536149,-3.202866980536149,-5.376048308487691,0.0046260666458057985,3.307872974987404,3.307872974987404,2.4199218502638367,11.24498048828394
U1456,A,2,H,1,100,532930,5052,18945,221491,-2090,-16128,756,27220,91541,-255,105242,-3403,43281,977,203,47,553,29920,209,-15,40,316,2879,535,27,137,1367,-1.6841677927350753,-1.6841677927350753,1.1117691688018512,3.0397314381499516,-2.0792946017045515,-2.0792946017045515,-4.189614923510144,0.015152118474379538,-3.9294405293094505,-3.9294405293094505,-5.630892917760181,0.0035853724548520903,2.9744380862351596,2.9744380862351596,2.2567170118287376,9.551679585239107
U1456,A,2,H,1,102,360286,1433,18132,251985,-2390,-1062,666,20569,143346,2118,34546,-3153,22999,1208,260,60,588,14410,229,136,135,307,3699,1206,40,89,1241,-2.6640149391499914,-2.6640149391499914,0.9689790029358445,2.6352525002807514,-1.8754307074331023,-1.8754307074331023,-4.201535094164364,0.014972574857615833,-2.8364759896910323,-2.8364759896910323,-5.247537204470033,0.005260457891159584,2.8631130724946225,2.8631130724946225,2.2022272703703694,9.045137046564768
U1456,A,2,H,1,104,718287,7746,24995,349345,-2153,-32981,840,39738,98906,-1583,106818,-4092,61549,1270,397,72,651,22393,365,243,109,201,3645,1671,55,143,1865,-1.635131327638337,-1.635131327638337,1.1189151047881576,3.061530960653822,-2.2732740606415174,-2.2732740606415174,-4.178272707850989,0.015324955393723394,-3.168885659117641,-3.168885659117641,-5.36412940971401,0.00468153416510925,2.894561301898459,2.894561301898459,2.2176200902943117,9.18544430414181
U1456,A,2,H,1,106,670871,9238,27438,385038,-1617,-45530,623,40827,91658,-1917,113876,-4752,64943,1189,419,112,655,35272,157,138,58,216,4284,1174,31,88,1801,-1.4860182152378765,-1.4860182152378765,1.1406449083910577,3.1287854947037226,-2.1507780451859464,-2.1507780451859464,-4.185435199345182,0.015215582689179576,-3.5489269058403856,-3.5489269058403856,-5.497428321010748,0.004097294828296774,2.7992332408703415,2.7992332408703415,2.1709603035616,8.766698691761679
U1456,A,2,H,1,108,636888,9083,41192,350146,-1206,-34508,1313,37859,79331,-1805,136128,-5883,67576,1152,347,115,577,29669,515,443,91,220,7149,949,3,173,1701,-1.4274641978113702,-1.4274641978113702,1.149177808538844,3.15559733762155,-1.8618018964491276,-1.8618018964491276,-4.202331987372569,0.01496064806722276,-3.686215212703656,-3.686215212703656,-5.545581993793527,0.0039046700488479516,2.82272508360601,2.82272508360601,2.182458747568359,8.868083854557613
U1456,A,2,H,1,110,612700,9092,32182,400769,-1119,-30793,705,48359,91078,-1755,122800,-5266,60549,1495,425,78,602,24478,90,306,98,361,4650,973,52,113,2022,-1.6712574412960126,-1.6712574412960126,1.113650555332513,3.0454557310498127,-2.2173812862121918,-2.2173812862121918,-4.181540826572631,0.015274953370870637,-3.906023544082441,-3.906023544082441,-5.622679444450298,0.003614942084263755,2.5392230724452993,2.5392230724452993,2.0436943246231367,7.719073351345702
U1456,A,2,H,1,112,581673,10752,33520,425001,-831,-23799,349,54364,94409,-1674,136525,-5335,45822,1343,440,121,643,23379,153,398,55,258,4672,1130,9,138,2097,-1.6206103863123071,-1.6206103863123071,1.1210311977196528,3.068016304053846,-2.3214132853393843,-2.3214132853393843,-4.175457948643081,0.015368152218839049,-3.8734845373688516,-3.8734845373688516,-5.611266435449296,0.0036564357843941104,2.370206264068189,2.370206264068189,1.9609664463041445,7.106191500080255
U1456,A,2,H,1,114,592342,10348,28449,447447,-1018,-27877,166,52476,98378,-1709,124654,-4763,54056,2200,411,69,728,26581,243,267,146,338,3852,1369,34,112,1993,-1.623562657895001,-1.623562657895001,1.1206009720966903,3.066696648723299,-2.3994782004000603,-2.3994782004000603,-4.170893397804122,0.015438461273495236,-3.646275375912472,-3.646275375912472,-5.5315731544700455,0.003959754880599598,2.423728248561958,2.423728248561958,1.987163605409837,7.2948134213449976
U1456,A,2,H,1,116,591522,9736,30478,442239,-1343,-16007,518,52518,106067,-1454,120304,-4828,40778,1156,388,73,789,30107,460,172,148,317,4123,1659,31,100,2193,-1.68532561229313,-1.68532561229313,1.1116004432538489,3.0392186010628457,-2.3867236647430707,-2.3867236647430707,-4.17163917106716,0.015426951974052338,-3.454940956770048,-3.454940956770048,-5.464462886873525,0.004234614903569286,2.421542908324077,2.421542908324077,1.9860939569942686,7.287014707411564
U1456,A,2,H,1,118,603579,9601,30552,438820,-1304,-29132,78,50416,105174,-1758,120212,-4845,50528,1259,468,137,734,30033,395,356,161,189,4258,1487,61,107,2071,-1.6584413252994321,-1.6584413252994321,1.1155182092166982,3.0511489030575514,-2.3423613396721894,-2.3423613396721894,-4.174233090345278,0.015386987560563644,-3.523547917536901,-3.523547917536901,-5.488526677992154,0.00413393030023308,2.4825683500210602,2.4825683500210602,2.015963798719161,7.5079600575079475
U1456,A,2,H,1,120,611625,9662,28588,426301,-1394,-12867,1022,51967,105785,-1226,119404,-4266,37551,1124,396,93,850,31778,454,178,93,356,4255,1581,20,115,2055,-1.682408235611019,-1.682408235611019,1.112025583748319,3.040510970661564,-2.499932281694075,-2.499932281694075,-4.165019725096078,0.015529408578008155,-3.492551343515899,-3.492551343515899,-5.477654675001535,0.004179119606843045,2.4655104478660537,2.4655104478660537,2.0076145459589974,7.445535164515956
U1456,A,2,H,1,122,648441,9399,28776,412823,-1820,-36833,402,45976,98067,-1329,117245,-4761,63897,1624,344,129,722,32352,248,223,88,225,4012,1664,18,130,1922,-1.587516220567276,-1.587516220567276,1.1258539105613647,3.082848201926788,-2.2676617909930585,-2.2676617909930585,-4.178600864105466,0.01531992723881673,-3.3188951788064234,-3.3188951788064234,-5.416745029284507,0.004441580358432495,2.646451499229472,2.646451499229472,2.0961789285422068,8.135025933373594
U1456,A,2,H,1,124,506356,10785,35825,435088,-894,-10540,700,59787,103279,-1191,131275,-5020,38627,1466,527,93,699,18442,121,312,128,301,4590,1166,51,124,2110,-1.7126319661782037,-1.7126319661782037,1.1076211707574073,3.0271487526077334,-2.477358312315686,-2.477358312315686,-4.16633965263055,0.0155089244058174,-3.9372091580910227,-3.9372091580910227,-5.633617752939999,0.0035756162039786168,2.1364517331999733,2.1364517331999733,1.8465516932872026,6.337926682557153
U1456,A,2,H,1,126,470090,10150,35075,480369,-440,-39814,770,52888,89979,-1544,130092,-4770,68200,1801,417,73,685,17528,226,203,93,457,4168,1462,60,118,2132,-1.6507027645434806,-1.6507027645434806,1.1166459263080317,3.054591676696209,-2.405830165131027,-2.405830165131027,-4.1705219906755895,0.015444196293013418,-3.58837110870369,-3.58837110870369,-5.511263317459125,0.004040999092499296,2.184747695702782,2.184747695702782,1.8701908954919702,6.489535104047717
U1456,A,2,H,1,128,544477,9627,31346,472820,-1092,-12247,670,52662,113118,-705,118250,-4569,37216,1632,333,86,812,29827,308,339,139,274,4173,1687,32,148,1899,-1.699322482042206,-1.699322482042206,1.109560721690758,3.0330257593308105,-2.444599770256901,-2.444599770256901,-4.168255084556932,0.015479246548897683,-3.4409423292742045,-3.4409423292742045,-5.459552888759016,0.004255457982627049,2.3359315680551256,2.3359315680551256,1.944190168794143,6.987970486400387
U1456,A,2,H,1,130,541044,9498,32169,420725,-1411,-16952,1032,51924,109623,-612,121156,-4926,47714,1683,477,118,753,23192,520,428,141,197,4059,1557,33,172,2145,-1.698699860903818,-1.698699860903818,1.1096514543891665,3.03330096642725,-2.355253811332402,-2.355253811332402,-4.17347925179582,0.015398591238047023,-3.5070202181788868,-3.5070202181788868,-5.48272961162196,0.00415796456536046,2.3437194953773193,2.3437194953773193,1.9480020896915609,7.014658911894591
U1456,A,2,H,1,132,539123,7186,28991,407946,-2218,-19315,753,43132,111044,-329,94942,-4730,41896,1453,352,97,799,32248,276,-67,133,339,3731,1516,14,119,2022,-1.7921304923284989,-1.7921304923284989,1.0960360905980813,2.9922813524413105,-2.210339978515984,-2.210339978515984,-4.181952540425482,0.015268665755404205,-3.348189893799646,-3.348189893799646,-5.427020107710912,0.004396176435812999,2.5256785642264847,2.5256785642264847,2.0370647566022058,7.668068486425257
U1456,A,2,H,1,134,327902,4089,18122,232944,-1862,-16752,1682,41124,140924,1905,70991,-2666,36224,1059,336,144,541,16657,150,319,86,146,4378,1101,38,178,2740,-2.3082914512979666,-2.3082914512979666,1.0208175126653165,2.7754628127602197,-2.736012670923955,-2.736012670923955,-4.1512158166708435,0.015745261491325907,-3.620373034939929,-3.620373034939929,-5.522487946268432,0.003995893995227938,2.0761228905720843,2.0761228905720843,1.8170228126985335,6.153510996734482
U1456,A,2,H,1,136,311794,4730,14545,244281,-1785,-7640,2153,62762,145454,2041,81217,-2354,23017,922,325,124,611,9396,398,587,102,450,3244,1373,8,248,4186,-2.5854245922847197,-2.5854245922847197,0.9804317368703344,2.66560683428715,-3.2832337859504763,-3.2832337859504763,-4.11921913035216,0.016257204244117352,-3.822351668002727,-3.822351668002727,-5.593331656325294,0.0037226047417568955,1.60299291854541,1.60299291854541,1.585442065607632,4.881448822251492
U1456,A,2,H,1,138,607904,5272,20833,345893,-2956,-19321,1118,35377,115204,-428,82182,-3030,49998,1662,425,49,719,15481,330,222,113,226,3507,1666,31,174,1932,-1.9036520942675075,-1.9036520942675075,1.0797843843020762,2.944044700373306,-2.4574992719464355,-2.4574992719464355,-4.167500834953082,0.015490926168595648,-3.0556363477230626,-3.0556363477230626,-5.324407379423399,0.004871236954264174,2.8439550832949254,2.8439550832949254,2.1928500976822374,8.960715670010918
