Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Ba/Ca,ln(Ba/Ca),ln(Ba/Ca) predicted
U1523,B,3,F,2,44,48.56,146163,152,7380,122863,585,1009,28917,-2539,54473,37802,17873,841,2185,159165,4209,221,879,1049,7213,10483,1456,12815,152,503241,4970,0.195227766,-1.633588373,1.536882095,1.441008412,0.365343155,0.716129339,0.472805672,-0.749070817,-1.385030084,0.057801175,-2.850746183,-3.7996626,4.210491508,1.437579389,0.825271513,0.27731337,-1.282607114,-4.349614105,0.339003227,-1.081745651,-6.387287156,0.131474525,-2.028942171,-1.153679565
U1523,B,3,F,2,46,48.58,157186,238,8908,147278,555,1021,31663,-4742,59090,31068,19158,768,1926,172598,4366,257,1028,1325,7335,10303,1608,13354,155,501911,5634,0.286725892,-1.249228601,1.76480744,1.901956998,0.642883355,0.957422789,0.616647354,-0.483457968,-1.157798291,0.061993048,-2.780733037,-3.729047341,5.555491181,1.714786841,1.074979986,0.331627398,-1.103743236,-4.223783366,0.429831338,-0.844362385,-6.247064861,0.181344148,-1.707358681,-1.012793838
U1523,B,3,F,2,47,48.59,154912,255,9350,146147,610,1106,29588,-4646,60379,28867,19365,872,1831,171333,4416,255,966,1132,7254,9789,1731,13208,90,502150,5713,0.323899262,-1.127322731,1.837097621,2.091627117,0.737942288,1.040067025,0.67083521,-0.399231761,-1.085742772,0.063428829,-2.757836808,-3.705954205,5.935254789,1.780909957,1.134543689,0.339106939,-1.081439768,-4.208092877,0.45754668,-0.781876368,-6.21015437,0.197907645,-1.619954794,-0.974502195
U1523,B,3,F,2,52,48.64,134279,225,5206,125140,356,1375,35393,-1426,41030,30632,14257,509,1876,121454,4463,260,808,1211,5422,9225,1218,12763,370,209827,1821,0.16995299,-1.772233408,1.454665589,1.339448942,0.292258292,0.652589359,0.46542831,-0.7647972,-1.398484005,0.061243144,-2.792903364,-3.741322333,3.964938626,1.377490376,0.771143331,0.301155654,-1.200128024,-4.291590065,0.416655785,-0.875494854,-6.26545481,0.059447636,-2.822659413,-1.501407089
U1523,B,3,F,2,58,48.7,132983,113,5851,148702,464,1481,31876,-3487,40367,33593,13636,635,1890,96835,4356,302,733,1019,5414,10935,1533,14518,202,209526,1986,0.174173191,-1.747705125,1.469210861,1.201649153,0.183694908,0.558204353,0.4059179,-0.901604358,-1.515522528,0.056261721,-2.877740883,-3.826889454,2.882594588,1.058690787,0.483968661,0.325514244,-1.122349058,-4.236872562,0.432173369,-0.838928453,-6.243855037,0.059119459,-2.828195146,-1.503832294
U1523,B,3,F,2,62,48.74,133304,144,6050,125564,441,1562,28284,-917,47888,28786,14199,691,1640,126133,4275,281,750,1007,6028,9076,1325,11497,208,185247,1805,0.210171611,-1.559830886,1.580620285,1.663586466,0.508975793,0.841003555,0.493260613,-0.706717618,-1.348796922,0.056972139,-2.865192916,-3.814233575,4.381748072,1.477447748,0.861184931,0.315292156,-1.154255591,-4.259318808,0.399395539,-0.917803026,-6.290446247,0.062704092,-2.769328566,-1.478042845
U1523,B,3,F,2,64,48.76,134239,218,5869,121756,456,1712,31747,-1932,46116,29289,14516,820,2155,128690,4242,319,850,1164,6222,9200,1512,13500,164,503833,5123,0.200382396,-1.607527757,1.55233604,1.57451603,0.453947942,0.793162341,0.495612687,-0.70196053,-1.344727233,0.073577111,-2.609421295,-3.556262318,4.39379972,1.480194393,0.863659109,0.3141111,-1.158008535,-4.261959004,0.460923896,-0.774522333,-6.205810342,0.174912083,-1.743471814,-1.028615002
U1523,B,3,F,2,68,48.8,140215,208,6942,127577,438,1746,34443,-2996,50102,29906,14924,812,2110,140533,4400,234,813,962,6600,9162,1272,11392,101,208499,1880,0.232127332,-1.460469212,1.639541757,1.67531599,0.516001798,0.847111963,0.499030295,-0.695088474,-1.338848189,0.070554404,-2.651371182,-3.598572974,4.69915736,1.547383207,0.924182793,0.306359928,-1.182994634,-4.279536725,0.380926904,-0.965147774,-6.31841279,0.062863639,-2.766787352,-1.476929539
U1523,B,3,F,2,70,48.82,137970,195,6902,129256,480,1717,29230,-2598,49703,29555,15620,766,2174,138600,4177,255,918,969,6334,8694,1583,11348,304,208375,1742,0.233530705,-1.45444171,1.643116066,1.681712062,0.519812359,0.850424865,0.528506175,-0.63770079,-1.289753026,0.073557774,-2.609684146,-3.556527429,4.689561834,1.545339152,0.922341509,0.294163424,-1.223619802,-4.308116531,0.383962105,-0.957211417,-6.313724784,0.058940958,-2.831219056,-1.505157068
U1523,B,3,F,2,72,48.84,145643,248,7695,140419,577,1784,31610,-3858,53388,30559,16288,368,2110,147795,4231,293,952,1003,6733,9040,1662,11726,288,210898,1723,0.251807978,-1.379088474,1.687800535,1.747046697,0.55792676,0.883561525,0.533001734,-0.629230601,-1.282506779,0.069046762,-2.672971294,-3.620358847,4.836382081,1.576166937,0.950111177,0.295821198,-1.218000067,-4.304163047,0.383716745,-0.957850643,-6.314102375,0.056382735,-2.875592284,-1.524596979
U1523,B,3,F,2,74,48.86,146110,201,8088,145293,654,1759,27723,-3637,53154,32049,16366,719,2394,151561,4404,236,857,1053,6463,8546,1694,12288,222,207600,1768,0.252363568,-1.3768845,1.689107492,1.658522887,0.505927379,0.838353263,0.510655559,-0.67205997,-1.319147304,0.074698119,-2.594300374,-3.541011358,4.729039908,1.553722203,0.92989296,0.266654186,-1.321802644,-4.37718816,0.383412899,-0.958642805,-6.314570305,0.055165528,-2.897417017,-1.534158395
U1523,B,3,F,2,75,48.87,147716,234,7669,140584,546,2177,32895,-3767,52902,30892,16646,706,2220,153473,4451,316,977,1065,6751,9143,1519,12100,25,210351,1905,0.248251975,-1.393311022,1.679366564,1.712482196,0.537943895,0.866188422,0.538845008,-0.618327303,-1.273179008,0.071863266,-2.632990055,-3.580033769,4.968049981,1.603027405,0.974307086,0.295966593,-1.217508692,-4.303817364,0.391687168,-0.937291798,-6.301958265,0.061666451,-2.786015242,-1.485353278
U1523,B,3,F,2,80,48.92,145797,196,7431,142526,489,1954,31899,-4268,52103,31496,16542,929,2149,145320,4335,227,848,948,6839,9746,1693,12868,50,207623,1835,0.235934722,-1.444200114,1.649189332,1.654273559,0.503361975,0.836122901,0.52520955,-0.643957952,-1.295106028,0.068230886,-2.684857936,-3.632347714,4.613919228,1.529077654,0.90769315,0.309436119,-1.173003609,-4.272508039,0.408559817,-0.895116944,-6.277045579,0.058261367,-2.842816072,-1.510237721
U1523,B,3,F,2,82,48.94,145886,167,8544,153680,604,1691,23643,-3286,54677,33979,16744,627,2300,148011,4157,260,882,987,6865,8471,1478,11906,31,209510,1720,0.251449425,-1.380513405,1.686955551,1.60914094,0.475700459,0.812073979,0.492774949,-0.707702702,-1.349639661,0.067688867,-2.692833564,-3.640391932,4.355955149,1.471543909,0.855866753,0.249301039,-1.389094121,-4.424527714,0.35039289,-1.048700212,-6.367767215,0.0506195,-2.983418396,-1.571835599
U1523,B,3,F,2,84,48.96,139490,203,7496,140384,545,1660,22832,-1719,51821,30507,15980,687,2360,141705,4340,244,870,918,6380,9233,1483,11557,17,211186,1921,0.245714098,-1.403586621,1.673273134,1.698659324,0.529839307,0.859142294,0.523814207,-0.646618225,-1.297381892,0.077359295,-2.559294546,-3.50570448,4.644999508,1.535791266,0.913740773,0.30265185,-1.195172143,-4.288103602,0.378831088,-0.970664851,-6.321671728,0.062969155,-2.765110282,-1.476194814
U1523,B,3,F,2,86,48.98,146099,257,7536,143934,545,2107,31704,-4187,51373,33212,15893,533,2131,147873,4374,243,893,1231,6679,9847,1717,11767,171,209266,1789,0.226905938,-1.483219719,1.626050707,1.546820426,0.436201486,0.777733572,0.478531856,-0.737032496,-1.3747313,0.064163555,-2.746319903,-3.694338254,4.452396724,1.493442541,0.875593041,0.296489221,-1.215744416,-4.302576197,0.354299651,-1.037612253,-6.361217558,0.053866073,-2.921254452,-1.544601575
U1523,B,3,F,2,88,49,134712,126,6712,134266,403,1631,22557,-1134,48141,31506,14814,638,2044,136217,4289,189,831,1024,6142,8366,1520,11157,226,209622,1728,0.213038786,-1.546281035,1.588655346,1.527994668,0.423956201,0.767087521,0.470196153,-0.754605324,-1.389764855,0.064876531,-2.735269332,-3.683192648,4.323525678,1.464071198,0.849135336,0.265536723,-1.326002131,-4.380142499,0.354123024,-1.0381109,-6.361512109,0.054846696,-2.903213334,-1.536697761
U1523,B,3,F,2,90,49.02,139189,150,7274,137564,476,2800,28665,-2178,48977,32665,15410,868,2258,141051,4219,249,854,969,6535,8204,1446,11764,381,504380,4986,0.222684831,-1.501997822,1.614915292,1.499372417,0.405046632,0.750647542,0.471758763,-0.751287519,-1.386926472,0.069125976,-2.671824703,-3.619202395,4.318108067,1.462817359,0.848005877,0.251155671,-1.381682328,-4.419313518,0.360140824,-1.021260148,-6.351558369,0.152640441,-1.879670183,-1.088283507
U1523,B,3,F,2,92,49.04,148915,293,8895,158490,471,1671,23495,-3706,55718,33527,17778,711,2754,155147,4244,181,929,1083,6563,8985,1697,11450,-47,500569,4834,0.265308557,-1.326861763,1.718770974,1.661884451,0.50795217,0.840113617,0.530259194,-0.634389347,-1.286920086,0.082142751,-2.499296684,-3.445190636,4.627524085,1.53202197,0.910345391,0.267992961,-1.316794564,-4.373664976,0.341515793,-1.074361354,-6.382925252,0.144182301,-1.936676802,-1.113258107
U1523,B,3,F,2,94,49.06,148479,135,8427,157110,434,1668,22040,-2705,55970,35149,16946,783,2563,153310,4271,323,902,947,6499,8985,1522,11319,332,212078,1942,0.239750775,-1.428155332,1.658703888,1.592363936,0.465219665,0.802961976,0.482118979,-0.729564351,-1.368342302,0.072918148,-2.618417721,-3.565336113,4.361717261,1.472865847,0.857057555,0.255626049,-1.364039648,-4.406901892,0.322029076,-1.133113439,-6.417630108,0.055250505,-2.895877798,-1.533484064
U1523,B,3,F,2,96,49.08,156240,250,9092,164479,613,1835,27501,-4706,58183,36011,17623,899,2473,159292,4237,346,976,1049,7103,9807,1754,11952,111,210724,1771,0.252478409,-1.376429541,1.689377282,1.615700758,0.479768769,0.815610967,0.489378246,-0.71461958,-1.355557051,0.068673461,-2.678392459,-3.625826634,4.423426175,1.486914549,0.869712625,0.272333454,-1.300728031,-4.36236217,0.331898587,-1.102925819,-6.399798281,0.049179417,-3.012280089,-1.584479907
U1523,B,3,F,2,98,49.1,147995,209,7794,146428,431,1599,25711,-3235,54741,31662,17223,764,2479,156332,4267,216,1025,1144,6624,9058,1547,11235,16,506003,4826,0.246162592,-1.401763017,1.674354531,1.728917946,0.547495748,0.874492803,0.543964374,-0.608871524,-1.265089589,0.078295749,-2.547261971,-3.493568424,4.937527636,1.596864727,0.968755746,0.286084265,-1.251468879,-4.327708356,0.354841766,-1.036083318,-6.360314416,0.152422462,-1.881099256,-1.088909584
U1523,B,3,F,2,100,49.12,140259,240,6588,128963,455,1707,24713,-1024,50706,30307,15997,811,2310,149668,4312,307,873,1162,6620,8372,1561,10401,511,514384,4787,0.217375524,-1.526128897,1.600605564,1.673078827,0.514665538,0.845950219,0.527831854,-0.638977504,-1.290845255,0.076220015,-2.574131184,-3.520668713,4.93839707,1.597040799,0.968914352,0.276239813,-1.286485904,-4.352342834,0.343188042,-1.069476754,-6.380039918,0.157950309,-1.845474799,-1.073302509
U1523,B,3,F,2,102,49.14,146053,185,6895,130954,430,1964,30996,-2946,52943,31791,16724,714,2181,154964,4180,245,994,1084,6995,9502,1693,11258,297,210111,1770,0.216885282,-1.52838672,1.599266675,1.665345538,0.510032632,0.84192237,0.526060835,-0.642338417,-1.293720516,0.068604322,-2.679399744,-3.626842581,4.874461326,1.584009601,0.957175849,0.298889623,-1.207680928,-4.296903533,0.354125381,-1.038104244,-6.361508177,0.055676135,-2.888203684,-1.530122034
U1523,B,3,F,2,104,49.16,144952,115,7311,137342,505,1709,25931,-1892,53488,30538,17067,941,2420,154293,4364,294,952,1146,6995,8793,1743,10927,2,512005,4437,0.239406641,-1.429591746,1.657852094,1.751522693,0.56048552,0.885786111,0.558877464,-0.581825035,-1.241951318,0.07924553,-2.53520427,-3.481407026,5.052491977,1.619881582,0.989489329,0.287936342,-1.245015859,-4.323168657,0.357816491,-1.027735019,-6.355383076,0.145294387,-1.928993337,-1.109891981
U1523,B,3,F,2,106,49.18,140660,181,6388,128663,389,1548,25678,-1371,51603,30516,15943,587,2045,147389,4226,295,922,1085,6552,8565,1700,11055,196,210143,1787,0.209332809,-1.563829906,1.578248866,1.69101455,0.525328674,0.855220749,0.522447241,-0.649231275,-1.299617356,0.067014025,-2.702853347,-3.650497886,4.829892515,1.574824214,0.948901652,0.280672434,-1.270567004,-4.341143888,0.362268974,-1.015368322,-6.348078068,0.058559444,-2.8377129,-1.508002022
U1523,B,3,F,2,108,49.2,145320,148,7647,142736,455,1341,24244,-1911,54606,31039,17333,926,2431,152666,4348,241,1037,1100,6884,8784,1411,11444,-128,508585,4819,0.246367473,-1.400931064,1.674847879,1.759270595,0.564899289,0.889623441,0.558426496,-0.582632279,-1.242641915,0.078320822,-2.546941783,-3.493245482,4.91852186,1.59300805,0.965281652,0.282998808,-1.262312594,-4.33533691,0.368697445,-0.997778903,-6.337687998,0.15525629,-1.862678041,-1.08083925
U1523,B,3,F,2,110,49.22,137299,174,6614,130277,325,1231,19724,-331,51615,30319,15677,783,2365,145441,4193,289,912,1016,6542,8443,1505,10050,166,211816,1504,0.218147037,-1.522585964,1.602706523,1.702397836,0.532037749,0.861053619,0.517068505,-0.659579909,-1.308470612,0.078003892,-2.550996557,-3.497335127,4.797024968,1.567995927,0.942750731,0.278472245,-1.278436883,-4.346680347,0.331475313,-1.104201944,-6.400552088,0.049605858,-3.003646353,-1.580697467
U1523,B,3,F,2,112,49.24,136220,162,6243,125110,495,1410,21714,41,50322,28525,15937,786,2388,145366,4230,276,932,1029,6657,8393,1743,11182,134,507955,4654,0.218860649,-1.51932006,1.604643205,1.764136722,0.567661461,0.892024875,0.558702892,-0.582137446,-1.242218585,0.083716039,-2.4803247,-3.426055493,5.096091148,1.628473804,0.997229203,0.294233129,-1.223382871,-4.30794985,0.392007011,-0.936475553,-6.301476109,0.163155127,-1.813053831,-1.059098883
U1523,B,3,F,2,114,49.26,141699,148,6939,133690,409,1347,23042,-1022,52322,29781,16521,501,2146,151882,4252,256,1010,1133,6790,7947,1476,9820,-649,210187,1685,0.233000907,-1.456712934,1.64176923,1.756891978,0.563546326,0.888447176,0.554749673,-0.589238307,-1.248293372,0.072059367,-2.630264962,-3.577285241,5.099963064,1.629233297,0.997913354,0.26684799,-1.321076107,-4.376677041,0.329740439,-1.109449484,-6.40365181,0.056579698,-2.872105042,-1.523069219
U1523,B,3,F,2,118,49.3,137412,144,6597,129446,374,1190,21149,-219,50627,29737,15897,790,2198,145938,4295,293,886,993,6642,8047,1450,10768,25,89415,2650,0.22184484,-1.505777061,1.612674203,1.702491845,0.532092969,0.861101627,0.534586542,-0.62626165,-1.279966841,0.073914652,-2.604844206,-3.551645866,4.907623499,1.590789812,0.963283463,0.270605643,-1.307092711,-4.366839722,0.362107812,-1.015813289,-6.34834091,0.089114571,-2.417832422,-1.324052384
U1523,B,3,F,2,122,49.34,143948,145,7394,139869,505,1125,21868,-954,53390,30342,16936,606,2442,156351,4306,284,1047,1018,6925,9024,1529,10419,127,504930,4619,0.243688616,-1.411864031,1.66836463,1.759607145,0.565090571,0.889789743,0.558170193,-0.583091357,-1.243034656,0.0804825,-2.519715516,-3.465785069,5.152956298,1.639570588,1.007225186,0.297409531,-1.212645197,-4.300395896,0.343385406,-1.068901829,-6.37970031,0.152231231,-1.88235466,-1.089459576
U1523,B,3,F,2,124,49.36,146411,126,7655,147202,532,1291,22414,-1853,54417,32420,17086,653,2565,157668,4257,221,915,1052,6599,8190,1588,10286,114,505456,4869,0.236119679,-1.443416487,1.649654023,1.678500925,0.517901089,0.848763207,0.527020358,-0.640516102,-1.292161525,0.079117829,-2.536817038,-3.483033664,4.863294263,1.58171604,0.955109809,0.252621838,-1.375861618,-4.415218649,0.317273288,-1.147991769,-6.426418738,0.150185071,-1.895886939,-1.095388068
U1523,B,3,F,2,126,49.38,146401,186,7576,145801,484,1326,22863,-1781,55129,32537,16627,1078,2376,156433,4247,267,987,1071,6596,8149,1737,10069,222,500481,4923,0.23284261,-1.457392547,1.641366219,1.694347973,0.52729799,0.856932873,0.511018225,-0.671350023,-1.318539945,0.073024557,-2.616959502,-3.563865354,4.807849525,1.5702499,0.94478111,0.25045333,-1.384482683,-4.421283567,0.309463073,-1.172916506,-6.44114178,0.151304669,-1.888459803,-1.092134239
U1523,B,3,F,2,128,49.4,152643,228,8750,160197,459,1605,24111,-3643,57891,35545,16671,702,2372,163980,4296,249,920,1108,6758,8114,1817,10507,-99,202130,1739,0.246166831,-1.401745799,1.674364741,1.628667886,0.487762433,0.822560659,0.469011113,-0.757128816,-1.391923702,0.066732311,-2.707066018,-3.654746786,4.613307076,1.52894497,0.907573629,0.228274019,-1.477208535,-4.486516204,0.29559713,-1.218757798,-6.468220231,0.048923899,-3.017489264,-1.586762047
U1523,B,3,F,2,130,49.42,125206,167,6347,120048,339,1229,19194,-1534,44793,28535,13169,657,1886,129126,4290,257,835,906,6081,7552,1475,9678,251,210871,1608,0.222428596,-1.503149144,1.614232558,1.569756439,0.450920473,0.790530259,0.461503417,-0.773265821,-1.40572891,0.06609427,-2.71667322,-3.664436609,4.525179604,1.509657268,0.890199267,0.264657438,-1.329318975,-4.382475899,0.339162432,-1.081276136,-6.387009813,0.056351849,-2.876140233,-1.524837036
U1523,B,5,F,1,2,56.12,137429,138,5682,119826,379,2003,28776,-1288,47444,29940,15286,673,2310,141523,4131,203,907,1245,6579,9183,1487,11702,-159,183309,3082,0.189779559,-1.661892096,1.520097987,1.584635939,0.460354689,0.798732367,0.510554442,-0.672258002,-1.319316721,0.077154309,-2.561947854,-3.508380606,4.726887108,1.553266869,0.929482796,0.306713427,-1.18184143,-4.278725446,0.390848363,-0.939435612,-6.303224616,0.102939212,-2.273616642,-1.260871451
U1523,B,5,F,1,44,56.54,123870,78,3671,111779,359,1425,31798,-166,33976,19840,11831,538,1457,115615,4383,267,893,1697,4993,6552,1195,7347,34,212314,1321,0.185030242,-1.687235997,1.505069054,1.7125,0.537954291,0.866197461,0.596320565,-0.516976897,-1.186473735,0.0734375,-2.611320575,-3.558177932,5.827368952,1.762565604,1.118019096,0.330241935,-1.107929755,-4.226728583,0.3703125,-0.993408035,-6.335106126,0.066582661,-2.709311076,-1.451749183
U1523,B,5,F,1,52,56.62,132704,152,4335,134388,277,2071,30471,-616,35464,21339,12435,554,1866,124626,4331,251,920,1831,5036,6224,1229,7235,249,208968,1284,0.203149164,-1.593814774,1.560467839,1.661933549,0.507981713,0.840139301,0.582735836,-0.540021307,-1.206188228,0.087445522,-2.436739282,-3.38209524,5.840292422,1.764780868,1.120014606,0.291672524,-1.232123598,-4.314098951,0.339050565,-1.081606024,-6.387204679,0.060171517,-2.810556179,-1.496104662
U1523,B,5,F,1,54,56.64,132870,105,4337,126272,383,2111,30971,-948,37498,23412,12978,587,1601,128586,4407,301,930,1869,5294,6647,1241,7297,-119,211982,1283,0.185246882,-1.686065847,1.505762953,1.60165727,0.471038887,0.808021208,0.554331112,-0.589993095,-1.248939093,0.068383735,-2.682620277,-3.630090812,5.492311635,1.70334923,1.064676986,0.283914232,-1.259083086,-4.333064951,0.311677772,-1.165785407,-6.43692944,0.054800957,-2.904047626,-1.537063265
U1523,B,5,F,1,56,56.66,135442,162,4227,131541,404,3278,32293,-1485,35747,24539,12663,733,2156,131405,4520,230,959,1942,4949,6419,1409,7220,469,508606,3860,0.172256408,-1.758771167,1.462648698,1.456742329,0.376202661,0.725570593,0.516035698,-0.661579333,-1.31018112,0.087860141,-2.432009036,-3.377324313,5.354945189,1.678020468,1.041860838,0.261583602,-1.341001346,-4.390694447,0.294225519,-1.223408736,-6.47096754,0.157300623,-1.849596505,-1.075108229
U1523,B,5,F,1,58,56.68,134138,73,4016,132023,330,2877,35448,-1203,34443,24247,11908,864,1867,123023,4522,286,934,2027,4854,6251,1240,7009,-115,212469,1350,0.165628738,-1.798006516,1.439382136,1.42050563,0.351012885,0.703670603,0.491112303,-0.711082455,-1.35253104,0.076999216,-2.563960034,-3.51041009,5.073741081,1.624078431,0.993269851,0.257805089,-1.355551447,-4.400930443,0.289066689,-1.241097861,-6.481416506,0.055676991,-2.888188306,-1.530115297
U1523,B,5,F,1,60,56.7,134784,150,3277,111065,289,5443,40237,-1635,33251,22242,12073,723,1859,137785,4418,283,946,1888,4652,6133,1465,7187,46,208014,1288,0.147333873,-1.915054024,1.369972964,1.494964482,0.402102448,0.748087869,0.542801906,-0.611010839,-1.266919773,0.083580613,-2.481943685,-3.4276884,6.194811618,1.823712106,1.173099865,0.275739592,-1.288298367,-4.353617901,0.323127417,-1.129708555,-6.415618843,0.057908461,-2.848891766,-1.512899483
U1523,B,5,F,1,62,56.72,132031,129,4400,121877,337,2304,30370,-650,37675,23662,12735,774,1835,127041,4444,304,1027,1862,5250,6650,1222,7715,70,209164,1417,0.18595216,-1.682265845,1.508016354,1.592215366,0.465126359,0.802880856,0.538204716,-0.619516277,-1.274196175,0.077550503,-2.556825904,-3.503214607,5.368988251,1.680639483,1.044220046,0.281041332,-1.269253531,-4.340219859,0.326050207,-1.1207039,-6.410299794,0.059885048,-2.815328425,-1.498195383
U1523,B,5,F,1,64,56.74,128546,65,3269,101493,169,2581,36239,81,35230,22616,12637,728,1565,126607,4227,310,843,1910,5099,6475,1259,7898,135,216446,1439,0.144543686,-1.934173493,1.358635119,1.557746728,0.443240372,0.783853179,0.558763707,-0.582028602,-1.242125469,0.069198797,-2.670771796,-3.618140434,5.598116378,1.72243018,1.081865106,0.286301733,-1.250709013,-4.327173791,0.34922179,-1.052048058,-6.369744788,0.06362752,-2.754709192,-1.471638097
U1523,B,5,F,1,66,56.76,128201,101,2837,98684,186,2552,40335,-725,33310,20783,11902,648,1570,124189,4331,270,844,1986,5020,6194,1269,7327,-154,210598,1179,0.136505798,-1.991388189,1.324706804,1.602752249,0.471722307,0.808615374,0.572679594,-0.557428892,-1.221080417,0.075542511,-2.583059725,-3.529674039,5.975508829,1.787669254,1.140632464,0.298032045,-1.210554263,-4.298924924,0.352547755,-1.04256919,-6.36414562,0.056729057,-2.869468723,-1.521914248
U1523,B,5,F,1,68,56.78,133710,108,4157,129277,291,2332,32697,-1293,35473,21069,12272,942,1736,126623,4297,247,869,1971,5100,6308,1350,7330,106,214457,1372,0.197304096,-1.623009106,1.5431556,1.683658456,0.520969078,0.851430516,0.582467132,-0.540482521,-1.206582797,0.082395937,-2.49621915,-3.442086634,6.009919787,1.793411402,1.145804991,0.299397219,-1.205984097,-4.295709812,0.347904504,-1.05582725,-6.371977157,0.06511937,-2.731533237,-1.461484711
U1523,B,5,F,1,70,56.8,133146,109,3326,108688,222,2833,42934,-1899,34010,21641,12357,937,1760,127891,4405,301,942,2038,5203,6561,1414,7396,281,211775,1417,0.153689756,-1.872819283,1.395018165,1.571553995,0.452064935,0.791525255,0.570999492,-0.56036696,-1.223593934,0.081327111,-2.509275855,-3.455255627,5.909662215,1.776588675,1.130651078,0.30317453,-1.193446633,-4.286889707,0.341758699,-1.07365035,-6.382505262,0.065477566,-2.726047703,-1.459081499
U1523,B,5,F,1,72,56.82,140795,166,4244,126603,358,3528,39065,-2372,38154,27269,13434,651,2027,139969,4403,359,959,2040,5577,6947,1311,8445,301,213507,1449,0.155634603,-1.860244305,1.402475127,1.39917122,0.335880076,0.690514138,0.492647328,-0.707961719,-1.349861251,0.074333492,-2.599193658,-3.545946724,5.132898163,1.635670444,1.003711936,0.25475815,-1.367440614,-4.409294472,0.309692325,-1.172175976,-6.440704349,0.053137262,-2.934876863,-1.550569553
U1523,B,5,F,1,74,56.84,141546,211,4511,137019,297,3239,38428,-2793,37717,28093,13219,847,1939,134998,4505,335,983,1987,5286,6834,1379,7548,218,216979,1340,0.160573808,-1.829001577,1.421002065,1.342576443,0.294590486,0.654616969,0.470544264,-0.753865246,-1.389131718,0.069020753,-2.673348059,-3.620738852,4.805396362,1.569739529,0.944321367,0.243263446,-1.413610281,-4.441774833,0.26867903,-1.314237807,-6.524620273,0.047698715,-3.042850821,-1.597872945
U1523,B,5,F,1,76,56.86,139652,114,4755,133693,325,3290,36441,-2670,37948,27004,13748,877,1892,136412,4204,267,877,1815,5344,7040,1332,7861,43,211335,1532,0.176085024,-1.736788307,1.475684534,1.405273293,0.340231798,0.694297525,0.509109762,-0.675091644,-1.321740902,0.070063694,-2.658350533,-3.605612347,5.051547919,1.619694715,0.989320999,0.260702118,-1.344376833,-4.393069102,0.291105021,-1.234071178,-6.477265845,0.056732336,-2.869410932,-1.521888929
U1523,B,5,F,1,78,56.88,130101,94,4172,116666,298,2644,31967,-1288,35635,26221,12052,870,1696,125239,4479,284,947,1803,5383,7178,1110,7772,44,212233,1343,0.159109111,-1.838165079,1.415568108,1.359025209,0.306767685,0.665203825,0.459631593,-0.777329995,-1.409205811,0.064680981,-2.738288079,-3.686237357,4.776286183,1.563663295,0.938847896,0.273750048,-1.295539824,-4.358712266,0.296403646,-1.216033085,-6.466610743,0.051218489,-2.971654699,-1.566681924
U1523,B,5,F,1,80,56.9,138856,123,4233,122953,311,3069,36497,-1708,38661,27641,13644,639,1900,136384,4308,246,922,1955,5155,7020,1417,7919,-35,211511,1464,0.153142072,-1.876389216,1.392901195,1.398683116,0.335531162,0.690210792,0.493614558,-0.706000313,-1.348183268,0.068738468,-2.677446292,-3.62487233,4.934119605,1.596174259,0.968133772,0.253970551,-1.37053696,-4.411472751,0.2864947,-1.250035242,-6.486695818,0.052964799,-2.938127762,-1.551993773
U1523,B,5,F,1,82,56.92,136314,60,3740,115999,286,3078,38361,-1498,37276,27556,12574,843,2150,133401,4451,240,959,1773,5380,7341,1227,8169,78,217107,1431,0.135723617,-1.997134686,1.321299131,1.352736246,0.30212939,0.661171292,0.456307156,-0.784589108,-1.415415982,0.078022935,-2.550752456,-3.497088927,4.841087241,1.577139332,0.95098711,0.266402961,-1.322745225,-4.377851266,0.296450864,-1.215873795,-6.466516651,0.051930614,-2.957846797,-1.560632682
U1523,B,5,F,1,84,56.94,139664,82,3809,119712,391,3494,41884,-2746,37232,28502,13394,584,2096,135515,4496,271,945,1835,5487,7740,1327,8006,95,210522,1594,0.133639745,-2.012607573,1.312123709,1.306294295,0.267194346,0.630798765,0.469931935,-0.755167415,-1.390245723,0.073538699,-2.609943494,-3.556789008,4.754578626,1.559108075,0.934744554,0.271559891,-1.303572573,-4.364363305,0.280892569,-1.269783,-6.498360818,0.0559259,-2.88372768,-1.528161097
U1523,B,5,F,1,86,56.96,141870,186,4689,135057,316,3003,37529,-2514,38896,26910,13796,618,1935,138134,4380,307,860,1929,5437,7022,1499,8076,344,210096,1552,0.174247492,-1.747278625,1.469463776,1.445410628,0.368393453,0.718781268,0.512671869,-0.66811927,-1.315776035,0.071906355,-2.632390638,-3.579429198,5.13318469,1.635726264,1.003762218,0.260943887,-1.343449887,-4.392416995,0.300111483,-1.203601264,-6.459267267,0.057673727,-2.852953543,-1.514678947
