FileName,Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,114,15.94,16.92,0,0,1140,15,18,10/21/2015 13:10,,1140,,6963,101208,-2745,-745,82090,-25492,39048,775146,23765,1802,730,387910,43203,-4051
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,116,15.96,16.94,0,0,1160,15,18,10/21/2015 13:10,,1160,,7251,98436,-3199,-977,83247,-14878,39089,769920,23824,1360,776,373411,36429,-4297
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,118,15.98,16.96,0,0,1180,15,18,10/21/2015 13:11,,1180,,6832,93949,-2905,-171,74666,-28526,36218,751632,22803,1168,615,373702,49409,-4371
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,120,16,16.98,0,0,1200,15,18,10/21/2015 13:11,,1200,,6707,97637,-2997,-502,75848,-24746,37250,755683,23854,1297,901,361640,42790,-4228
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,122,16.02,17,0,0,1220,15,18,10/21/2015 13:12,,1220,,7592,104719,-2886,51,68650,-19660,36392,715489,23936,987,667,329488,41864,-4115
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,124,16.04,17.02,0,0,1240,15,18,10/21/2015 13:12,,1240,,7664,108707,-2012,-679,72106,-34275,36107,708419,27782,1576,406,378787,48633,-4571
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,126,16.06,17.04,0,0,1260,15,17,10/21/2015 13:12,,1260,,5513,92782,-1780,248,66193,-16740,28037,560669,24622,1092,968,273521,35850,-4070
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,128,16.08,17.06,0,0,1280,15,17,10/21/2015 13:13,,1280,,7983,111062,-2083,-21,57287,-31391,31636,589540,25578,1016,674,321479,48423,-4254
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,130,16.1,17.08,0,0,1300,15,18,10/21/2015 13:13,,1300,,8837,114833,-2007,-881,73905,-25943,45528,648670,26888,1305,1018,407309,41585,-4827
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,132,16.12,17.1,0,0,1320,15,18,10/21/2015 13:14,,1320,,8337,110852,-2588,177,79107,-20051,45391,673511,25242,1853,593,398377,36467,-4503
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,134,16.14,17.12,0,0,1340,15,18,10/21/2015 13:14,,1340,,7227,99323,-2744,-37,88230,-16703,44364,646212,24582,991,618,401957,33707,-4101
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,136,16.16,17.14,0,0,1360,15,18,10/21/2015 13:15,,1360,,7384,99379,-2348,138,89914,-17851,39541,619216,26636,1306,1488,352528,33848,-4451
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,138,16.18,17.16,0,0,1380,15,18,10/21/2015 13:15,,1380,,5234,83728,-3452,-546,89593,-23560,33015,804160,18961,849,1113,338531,44208,-3443
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,140,16.2,17.18,0,0,1400,15,18,10/21/2015 13:16,,1400,,3951,66482,-3849,826,120568,-5413,28805,731801,18615,952,843,298428,25970,-3199
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,142,16.22,17.2,0,0,1420,15,17,10/21/2015 13:16,,1420,,3260,59946,-2844,625,109270,-5223,24771,542201,18585,1148,396,258712,24966,-3041
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,144,16.24,17.22,0,0,1440,15,17,10/21/2015 13:17,,1440,,5523,76664,-2404,708,90948,-9132,35891,517203,23315,859,1146,336967,19594,-3835
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,146,16.26,17.24,0,0,1460,15,18,10/21/2015 13:17,,1460,,8508,105919,-808,-656,79712,-21889,43882,613235,27655,909,676,389384,38209,-4656
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-5\Run 1 at  10kV\U1456C-3H-5 1480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,5,148,16.28,17.26,0,0,1480,15,17,10/21/2015 13:18,,1480,,6906,91189,-1147,-21,68592,-16565,33795,472359,23961,1382,1101,320709,34874,-3387
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,4,18.34,19.81,0,0,40,15,18,10/21/2015 14:00,,40,,6175,102805,-3187,-885,99815,-19546,33496,755992,25615,620,1101,317049,44573,-4605
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,6,18.36,19.83,0,0,60,15,18,10/21/2015 14:00,,60,,8171,110956,-1991,-2456,84833,-41140,40420,835136,23297,984,633,394915,62634,-4485
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,8,18.38,19.85,0,0,80,15,19,10/21/2015 14:01,,80,,8458,118126,-2417,-2196,81789,-42137,41644,915881,23987,1588,756,401796,69191,-4989
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,10,18.4,19.87,0,0,100,15,18,10/21/2015 14:01,,100,,10604,129267,-1023,-2268,90631,-26713,52467,746106,29944,1165,988,467614,46505,-5350
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,12,18.42,19.89,0,0,120,15,18,10/21/2015 14:02,,120,,10270,128677,-1586,-1794,82208,-27263,49310,793817,29426,1412,689,429369,48061,-5483
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,14,18.44,19.91,0,0,140,15,18,10/21/2015 14:02,,140,,8640,113843,-1965,-1517,87461,-11579,43928,814620,24230,1000,969,404580,35302,-4008
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,16,18.46,19.93,0,0,160,15,19,10/21/2015 14:03,,160,,9544,123519,-2075,-1773,86476,-21976,46740,876058,27581,1562,632,439326,43411,-5055
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,18,18.48,19.95,0,0,180,15,19,10/21/2015 14:03,,180,,9592,123011,-2564,-1907,81088,-35112,43294,873662,27538,1407,1134,444195,58273,-4724
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,20,18.5,19.97,0,0,200,15,18,10/21/2015 14:04,,200,,7506,109420,-1370,-1084,85678,-14887,36719,749888,26061,1031,764,343298,39473,-4284
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,22,18.52,19.99,0,0,220,15,17,10/21/2015 14:04,,220,,3281,69196,-2758,570,88789,-19102,14692,579262,18689,717,1016,211677,42740,-3626
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,24,18.54,20.01,0,0,240,15,18,10/21/2015 14:05,,240,,4064,80954,-3735,-97,100230,-30633,20377,805243,21926,747,552,257207,62427,-4030
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,26,18.56,20.03,0,0,260,15,18,10/21/2015 14:05,,260,,2975,72738,-3530,-1052,87137,-32797,10903,866759,18189,476,724,218841,61738,-3256
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,28,18.58,20.05,0,0,280,15,18,10/21/2015 14:06,,280,,2030,61910,-4138,-816,89923,-26256,5772,966647,13894,346,840,196128,62054,-2332
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,30,18.6,20.07,0,0,300,15,19,10/21/2015 14:06,,300,,8536,113234,-2666,-2625,94047,-18190,42342,1146576,19496,596,-125,370988,46623,-3939
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,32,18.62,20.09,0,0,320,15,19,10/21/2015 14:07,,320,,7112,103929,-3205,-2876,85063,-36555,33023,1191868,16184,383,436,336822,63821,-3271
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,34,18.64,20.11,0,0,340,15,19,10/21/2015 14:07,,340,,5439,93914,-4314,-2083,98706,-15214,30788,1130632,16338,491,656,299034,45295,-3444
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,36,18.66,20.13,0,0,360,15,18,10/21/2015 14:07,,360,,9851,127783,-1788,-2295,73839,-31424,47115,846747,25298,815,1067,409844,53238,-4630
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,38,18.68,20.15,0,0,380,15,18,10/21/2015 14:08,,380,,9046,117565,-2442,-1939,75364,-46606,41023,824465,25342,842,1171,402384,69990,-5145
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,40,18.7,20.17,0,0,400,15,18,10/21/2015 14:08,,400,,11132,139717,-1043,-1794,76702,-19908,51487,781290,28951,944,715,415017,41476,-5708
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,42,18.72,20.19,0,0,420,15,18,10/21/2015 14:09,,420,,12365,142145,-1515,-1759,75702,-30172,56539,703061,33106,1643,622,476401,49606,-5683
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,44,18.74,20.21,0,0,440,15,18,10/21/2015 14:09,,440,,10232,135174,-1477,-1718,83849,-30244,48814,735614,33513,1617,1063,461311,56697,-5285
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,46,18.76,20.23,0,0,460,15,18,10/21/2015 14:10,,460,,10072,131236,-2299,-1148,72459,-30424,42705,743766,31691,1178,739,418052,58180,-5502
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,48,18.78,20.25,0,0,480,15,18,10/21/2015 14:10,,480,,6635,111020,-3236,772,86495,-14770,31837,687092,26760,1242,795,300396,41345,-4627
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,50,18.8,20.27,0,0,500,15,18,10/21/2015 14:11,,500,,11190,137102,-1396,-2672,67096,-44857,48190,762866,30034,1028,733,445563,63315,-5560
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,52,18.82,20.29,0,0,520,15,18,10/21/2015 14:11,,520,,9272,121010,-1612,-2202,78734,-37321,44397,801301,28864,1111,1313,424487,62300,-4976
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,54,18.84,20.31,0,0,540,15,18,10/21/2015 14:12,,540,,8016,114417,-2417,-2603,76740,-39956,35962,950185,23592,1045,457,384127,63189,-4257
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,56,18.86,20.33,0,0,560,15,18,10/21/2015 14:12,,560,,4946,91125,-2466,-997,75320,-37453,20089,730073,23567,676,1351,253383,60845,-4296
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,58,18.88,20.35,0,0,580,15,17,10/21/2015 14:13,,580,,3250,75737,-3267,158,93784,-45585,11932,650500,22547,1215,835,250614,76096,-4104
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,60,18.9,20.37,0,0,600,15,18,10/21/2015 14:13,,600,,4318,77965,-4400,164,97068,-28504,19037,782351,20066,721,1012,271423,54053,-4150
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,62,18.92,20.39,0,0,620,15,18,10/21/2015 14:14,,620,,8791,115953,-2470,-1193,65168,-26924,42049,786497,25558,1050,836,369226,41243,-4120
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,64,18.94,20.41,0,0,640,15,18,10/21/2015 14:14,,640,,8763,118480,-2022,-1390,68820,-22935,43853,732660,28406,1224,517,376915,39304,-5281
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,66,18.96,20.43,0,0,660,15,18,10/21/2015 14:15,,660,,8627,108971,-1564,-1307,92131,-15256,47564,762553,26603,801,1306,411860,32939,-5060
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,68,18.98,20.45,0,0,680,15,18,10/21/2015 14:15,,680,,9953,124767,-1676,-2191,83825,-31631,49136,831138,27848,1338,994,408552,52032,-4904
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,70,19,20.47,0,0,700,15,18,10/21/2015 14:16,,700,,10260,128104,-1494,-2437,75345,-33208,48977,837444,26217,2069,363,432775,52835,-4837
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,72,19.02,20.49,0,0,720,15,18,10/21/2015 14:16,,720,,8879,118658,-1754,-2300,80828,-22314,44982,835061,25929,1719,572,395333,45068,-4721
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,74,19.04,20.51,0,0,740,15,18,10/21/2015 14:16,,740,,7303,125612,-3397,-719,77450,-22271,27670,793517,34755,1217,721,303080,53916,-5400
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,76,19.06,20.53,0,0,760,15,18,10/21/2015 14:17,,760,,10655,127433,-2054,-1799,76684,-30213,48950,799689,27279,1186,1313,422797,52100,-4910
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,78,19.08,20.55,0,0,780,15,18,10/21/2015 14:17,,780,,10222,134455,-1335,-2236,74033,-33316,48092,814358,29107,487,991,423033,57968,-5085
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,80,19.1,20.57,0,0,800,15,18,10/21/2015 14:18,,800,,10947,142373,-1239,-2165,72475,-29114,52836,791270,30250,1249,619,431124,55190,-5541
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,82,19.12,20.59,0,0,820,15,18,10/21/2015 14:18,,820,,10520,140419,-2244,-1806,76038,-33655,47191,833325,32128,1225,574,424387,57280,-5494
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,84,19.14,20.61,0,0,840,15,18,10/21/2015 14:19,,840,,7506,129191,-1498,-1659,74884,-32693,30430,677551,29907,1076,1280,310033,65112,-4992
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,86,19.16,20.63,0,0,860,15,18,10/21/2015 14:19,,860,,8770,116996,-2644,-988,93801,-20732,44142,841361,27979,1673,591,411215,53503,-4959
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,88,19.18,20.65,0,0,880,15,18,10/21/2015 14:20,,880,,7605,105815,-2644,-2040,91469,-37680,36615,889219,25898,796,1040,397522,65254,-4933
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,90,19.2,20.67,0,0,900,15,18,10/21/2015 14:20,,900,,5671,96461,-2809,-808,97704,-29146,29463,714166,23563,1389,759,300440,52955,-4088
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,92,19.22,20.69,0,0,920,15,18,10/21/2015 14:21,,920,,8630,102554,-2394,-1538,82979,-29041,40132,790309,23280,1548,901,371065,50225,-4245
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,94,19.24,20.71,0,0,940,15,18,10/21/2015 14:21,,940,,7575,109286,-2455,-1661,95065,-24023,43107,903720,24327,624,840,387188,46395,-4368
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,96,19.26,20.73,0,0,960,15,18,10/21/2015 14:22,,960,,6488,97847,-3526,-1791,90051,-36709,33188,943666,20571,410,422,323621,65313,-3905
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,98,19.28,20.75,0,0,980,15,18,10/21/2015 14:22,,980,,8567,114081,-2099,-1110,100095,-4769,52812,788787,27367,1645,592,430557,27813,-5143
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,100,19.3,20.77,0,0,1000,15,18,10/21/2015 14:23,,1000,,8781,114030,-2430,-2129,85063,-24419,41394,905073,23572,897,747,387688,49471,-3836
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,102,19.32,20.79,0,0,1020,15,18,10/21/2015 14:23,,1020,,8160,109294,-2428,-2042,67413,-40499,37176,899864,22728,909,780,377206,61164,-3644
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,104,19.34,20.81,0,0,1040,15,18,10/21/2015 14:24,,1040,,8122,110994,-2832,-1361,71858,-15476,38124,889907,21477,598,682,323421,35056,-3954
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,106,19.36,20.83,0,0,1060,15,17,10/21/2015 14:24,,1060,,4900,95938,-2696,-234,72170,-22497,22167,658358,24404,1138,1047,244281,45577,-3967
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,108,19.38,20.85,0,0,1080,15,17,10/21/2015 14:25,,1080,,4609,88424,-2743,250,74609,-11571,25340,623111,20766,910,783,229961,41012,-3544
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,110,19.4,20.87,0,0,1100,15,17,10/21/2015 14:25,,1100,,4069,81146,-1790,-393,61219,-15893,16404,461532,23348,1130,978,204238,38540,-3826
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-4H-1\Run 1 at  10kV\U1456C-4H-1 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,4,H,1,112,19.42,20.89,0,0,1120,15,16,10/21/2015 14:25,,1120,,1477,39208,-1161,-300,46278,-16081,2550,288685,15493,644,308,139857,38271,-2493
