FileName,Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,126,10.06,11.04,0,0,1260,15,18,10/20/2015 18:22,,1260,,949,41838,-4140,920,119734,-32911,16312,941820,11252,344,931,213318,74847,-1856
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,128,10.08,11.06,0,0,1280,15,18,10/20/2015 18:22,,1280,,311,29573,-5716,2274,121027,-33803,17174,1052568,8814,367,370,222132,74626,-1770
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,130,10.1,11.08,0,0,1300,15,18,10/20/2015 18:22,,1300,,653,48194,-5504,-736,103661,-42985,10995,1184112,9454,460,714,197888,89937,-2222
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,136,10.16,11.14,0,0,1360,15,18,10/20/2015 18:23,,1360,,656,37846,-5029,793,131729,-34413,13863,934138,8844,-27,1372,200464,66055,-2143
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,138,10.18,11.16,0,0,1380,15,18,10/20/2015 18:23,,1380,,524,35521,-5231,545,134277,-25752,14904,1010903,7498,382,1589,200478,69900,-1724
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,140,10.2,11.18,0,0,1400,15,18,10/20/2015 18:24,,1400,,-244,20997,-5382,669,138027,-36914,3312,1132153,4354,-326,1273,142972,78916,-950
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,142,10.22,11.2,0,0,1420,15,18,10/20/2015 18:24,,1420,,393,35547,-5926,151,134763,-27511,7422,1016213,7216,68,2442,164802,66722,-1964
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,144,10.24,11.22,0,0,1440,15,18,10/20/2015 18:25,,1440,,1039,42963,-4787,595,130745,-36990,11831,912287,8814,449,2104,198930,74514,-2363
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,146,10.26,11.24,0,0,1460,15,17,10/20/2015 18:25,,1460,,1374,36013,-3534,-769,80458,-36016,6472,689178,6663,696,714,156756,65318,-1329
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2   20.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,2,10.32,11.3,0,0,20,15,17,10/21/2015 8:47,,20,,1454,38232,-3340,-1180,70875,-10733,8757,697356,6067,352,763,130331,39219,-1549
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,4,10.34,11.32,0,0,40,15,18,10/21/2015 8:48,,40,,3025,74507,-5011,-2783,103136,-25039,18643,1166746,9374,28,1014,211142,63127,-2318
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,6,10.36,11.34,0,0,60,15,18,10/21/2015 8:48,,60,,1850,60369,-5397,-1781,131453,-7467,18733,1136346,9178,-62,960,204519,51294,-2311
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,8,10.38,11.36,0,0,80,15,18,10/21/2015 8:49,,80,,1955,55814,-5374,-2143,124115,-36341,10916,1119614,8356,194,940,205169,73706,-1727
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,10,10.4,11.38,0,0,100,15,19,10/21/2015 8:49,,100,,406,45491,-6245,-2899,122712,-39293,3901,1379364,7046,-168,298,165217,84003,-1913
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,12,10.42,11.4,0,0,120,15,18,10/21/2015 8:50,,120,,1122,44793,-4803,-1216,149350,-32885,9167,1015570,9821,420,1180,194690,66196,-2802
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,14,10.44,11.42,0,0,140,15,18,10/21/2015 8:50,,140,,2823,64792,-4599,-1523,131743,-12260,21432,992568,11035,74,891,229712,44181,-1954
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,16,10.46,11.44,0,0,160,15,19,10/21/2015 8:51,,160,,4296,88306,-4599,-3178,83819,-41316,19194,1206012,12557,437,546,240731,75144,-2820
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,18,10.48,11.46,0,0,180,15,18,10/21/2015 8:51,,180,,1478,47535,-4736,-842,104662,-36398,10158,1171171,8955,406,470,196008,70822,-2550
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,20,10.5,11.48,0,0,200,15,19,10/21/2015 8:52,,200,,1692,57570,-4904,-2600,89992,-32292,12845,1347062,8414,341,764,204853,73503,-1922
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,22,10.52,11.5,0,0,220,15,19,10/21/2015 8:52,,220,,2533,64511,-5322,-3037,78962,-44983,8543,1457099,8578,-334,108,196785,85984,-2013
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,24,10.54,11.52,0,0,240,15,19,10/21/2015 8:53,,240,,4601,83081,-4874,-2487,89926,-22817,20320,1308483,10165,-88,900,218141,54771,-2363
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,26,10.56,11.54,0,0,260,15,18,10/21/2015 8:53,,260,,4472,83488,-4560,-2250,78339,-34589,19036,1216853,10508,218,857,214882,70629,-2452
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,28,10.58,11.56,0,0,280,15,19,10/21/2015 8:54,,280,,4007,85035,-4656,-3364,76223,-36248,16057,1366862,9773,-101,647,212324,72105,-2281
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,30,10.6,11.58,0,0,300,15,19,10/21/2015 8:54,,300,,3147,77437,-5301,-3274,90319,-28957,14674,1424076,8338,104,64,222324,68246,-2187
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,32,10.62,11.6,0,0,320,15,19,10/21/2015 8:55,,320,,3407,76243,-4744,-3000,82921,-43320,13311,1346344,8504,10,368,201918,81879,-2000
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,34,10.64,11.62,0,0,340,15,19,10/21/2015 8:55,,340,,3775,80392,-5752,-2713,90496,-24179,17285,1446658,9091,48,118,218227,63203,-2612
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,36,10.66,11.64,0,0,360,15,19,10/21/2015 8:56,,360,,2984,82490,-4910,-3386,73579,-50271,13109,1430655,9415,-305,442,209585,89181,-2436
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,38,10.68,11.66,0,0,380,15,19,10/21/2015 8:56,,380,,3977,86709,-5106,-3746,75967,-42259,16373,1421142,8457,-330,200,208932,77517,-1976
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,40,10.7,11.68,0,0,400,15,19,10/21/2015 8:57,,400,,3207,76794,-4531,-4218,74593,-53398,9225,1565158,6478,-587,-170,182340,88237,-1653
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,42,10.72,11.7,0,0,420,15,19,10/21/2015 8:57,,420,,2146,62784,-5164,-2990,95176,-48004,7595,1377700,6188,-187,649,182316,89965,-1537
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,44,10.74,11.72,0,0,440,15,19,10/21/2015 8:58,,440,,-84,41494,-7167,-3336,97323,-50832,-2219,1751993,3730,-368,-239,125954,99709,-1111
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,46,10.76,11.74,0,0,460,15,19,10/21/2015 8:58,,460,,184,33025,-6067,-1334,133742,-32063,-1743,1404539,4806,-17,396,116619,73759,-1434
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,48,10.78,11.76,0,0,480,15,18,10/21/2015 8:58,,480,,3606,75307,-4394,-2308,100602,-48003,19409,1112321,11256,102,1386,232614,76393,-2229
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,50,10.8,11.78,0,0,500,15,18,10/21/2015 8:59,,500,,2786,67119,-4903,-1216,124905,-26561,20994,1079281,10367,634,1515,220279,56765,-2537
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,52,10.82,11.8,0,0,520,15,18,10/21/2015 8:59,,520,,1223,52083,-5398,-389,141007,-20503,18784,1052519,8163,54,820,204643,47103,-2157
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,54,10.84,11.82,0,0,540,15,19,10/21/2015 9:00,,540,,1516,55836,-5721,-2342,120415,-18600,13700,1419051,6702,-87,578,181061,59162,-1819
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,56,10.86,11.84,0,0,560,15,19,10/21/2015 9:00,,560,,2956,75113,-4644,-2328,106064,-28673,21422,1232442,9691,21,545,216360,59583,-2237
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,58,10.88,11.86,0,0,580,15,19,10/21/2015 9:01,,580,,1210,55105,-6566,-2768,84448,-46474,1163,1563317,6492,-366,25,137331,89089,-1929
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,60,10.9,11.88,0,0,600,15,19,10/21/2015 9:01,,600,,1870,61103,-5802,-1251,100244,-31994,13419,1347569,7102,-167,738,181437,65808,-1728
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,62,10.92,11.9,0,0,620,15,19,10/21/2015 9:02,,620,,708,49844,-6366,-1671,89035,-48890,7107,1405882,5389,-96,693,182720,86530,-973
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,64,10.94,11.92,0,0,640,15,19,10/21/2015 9:02,,640,,321,45203,-6270,-2160,87141,-47191,4624,1490261,5111,-324,272,148217,89643,-1573
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,66,10.96,11.94,0,0,660,15,19,10/21/2015 9:03,,660,,-584,33193,-6599,-2330,78545,-63192,-2221,1641562,4409,-72,-53,130448,111274,-1247
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,68,10.98,11.96,0,0,680,15,19,10/21/2015 9:03,,680,,-369,34520,-6630,-2591,93187,-40995,1971,1624507,3483,132,214,132676,86552,-991
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,70,11,11.98,0,0,700,15,19,10/21/2015 9:04,,700,,478,50271,-6518,-2493,84798,-38980,3489,1595818,4422,-624,78,139118,82287,-1306
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,72,11.02,12,0,0,720,15,19,10/21/2015 9:04,,720,,954,51614,-6450,-2512,79394,-36581,2220,1709191,3710,-832,-160,127861,80923,-788
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,74,11.04,12.02,0,0,740,15,19,10/21/2015 9:05,,740,,2092,65257,-6304,-2135,63482,-58484,1256,1480677,7542,-415,560,141915,93979,-2061
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,76,11.06,12.04,0,0,760,15,18,10/21/2015 9:05,,760,,5977,105797,-3868,-1265,86609,-18918,35493,948264,14395,282,1258,257810,41641,-3364
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,78,11.08,12.06,0,0,780,15,18,10/21/2015 9:06,,780,,5253,97803,-3784,-1696,91139,-36828,32010,930499,14514,1064,1182,261201,58497,-2536
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,80,11.1,12.08,0,0,800,15,18,10/21/2015 9:06,,800,,3451,80474,-3916,-888,106390,-29269,29440,917702,12568,432,1265,250621,55119,-2645
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,82,11.12,12.1,0,0,820,15,18,10/21/2015 9:07,,820,,5708,100168,-3379,-2135,92216,-25381,32452,1045160,12653,399,741,243472,55307,-3080
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,84,11.14,12.12,0,0,840,15,19,10/21/2015 9:07,,840,,4124,87388,-4602,-2246,87257,-32063,24328,1188684,10545,-71,159,232371,65121,-2211
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,86,11.16,12.14,0,0,860,15,19,10/21/2015 9:07,,860,,1584,65600,-5748,-3718,80354,-45876,4173,1675151,5196,-354,-106,172555,91470,-1655
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,88,11.18,12.16,0,0,880,15,19,10/21/2015 9:08,,880,,1850,66081,-6923,-2454,89818,-32139,10525,1584376,5529,-761,-3,183317,73819,-1122
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,90,11.2,12.18,0,0,900,15,19,10/21/2015 9:08,,900,,1980,69077,-6303,-2619,73911,-56169,4308,1618736,7775,-492,712,166996,99489,-2168
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,92,11.22,12.2,0,0,920,15,19,10/21/2015 9:09,,920,,1352,66392,-7169,-1010,85475,-20899,5077,1548978,15093,-240,252,166010,70354,-2923
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,94,11.24,12.22,0,0,940,15,19,10/21/2015 9:09,,940,,1103,51668,-6082,-2289,106232,-49393,5373,1405012,7393,97,562,178748,94872,-1963
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,96,11.26,12.24,0,0,960,15,19,10/21/2015 9:10,,960,,1188,52627,-7106,-2600,95007,-47920,3362,1613976,5192,-170,-142,161286,100644,-1348
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,98,11.28,12.26,0,0,980,15,18,10/21/2015 9:10,,980,,2567,60765,-5098,-223,131651,-26516,22049,995853,11963,313,1585,221143,57869,-1823
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,100,11.3,12.28,0,0,1000,15,18,10/21/2015 9:11,,1000,,1523,52646,-4195,17,136242,-23122,24617,867913,12675,445,2230,243526,53264,-2462
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,102,11.32,12.3,0,0,1020,15,18,10/21/2015 9:11,,1020,,3286,68818,-3908,-1610,109670,-38116,25252,939693,12720,171,1419,245033,67138,-2163
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,104,11.34,12.32,0,0,1040,15,18,10/21/2015 9:12,,1040,,2472,62429,-4377,-598,122810,-27278,25418,920665,11470,644,1507,229302,56518,-2599
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,106,11.36,12.34,0,0,1060,15,18,10/21/2015 9:12,,1060,,3415,73067,-3452,-1475,107016,-36085,25154,978023,11867,396,1182,235766,64007,-2617
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,108,11.38,12.36,0,0,1080,15,18,10/21/2015 9:13,,1080,,715,41352,-4265,708,147973,-17720,20500,879458,10652,215,885,236059,46662,-2112
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,110,11.4,12.38,0,0,1100,15,18,10/21/2015 9:13,,1100,,1440,50769,-4666,-1599,118607,-26587,18182,1070113,10137,260,319,213434,54770,-2252
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,112,11.42,12.4,0,0,1120,15,18,10/21/2015 9:14,,1120,,1812,60275,-4400,-1756,85956,-36003,17549,1253669,8434,192,213,200131,75029,-2052
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,114,11.44,12.42,0,0,1140,15,18,10/21/2015 9:14,,1140,,162,40857,-4485,-585,84353,-40808,15680,1226789,7619,82,394,217856,84522,-1527
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,116,11.46,12.44,0,0,1160,15,18,10/21/2015 9:15,,1160,,44,25599,-5491,-102,93956,-32244,12188,1321843,5816,382,126,160396,73892,-1888
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,118,11.48,12.46,0,0,1180,15,18,10/21/2015 9:15,,1180,,-530,21196,-4575,100,85594,-37162,9578,1309052,6472,-7,621,148978,77477,-1608
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,120,11.5,12.48,0,0,1200,15,18,10/21/2015 9:16,,1200,,344,34805,-7163,4722,85974,-45357,2006,1179894,9208,392,255,138124,87296,-1819
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,122,11.52,12.5,0,0,1220,15,18,10/21/2015 9:16,,1220,,2245,57163,-4327,-185,86361,-41384,20447,900938,12463,742,1539,214995,66693,-2050
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,124,11.54,12.52,0,0,1240,15,18,10/21/2015 9:17,,1240,,2800,69423,-4553,-869,83916,-41509,20383,1026982,10856,365,1727,228807,71502,-2268
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,126,11.56,12.54,0,0,1260,15,18,10/21/2015 9:17,,1260,,1673,53934,-4597,-1239,96990,-31249,14071,1151949,9260,186,292,198427,62879,-1887
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-2\Run 1 at  10kV\U1456C-3H-2 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,2,128,11.58,12.56,0,0,1280,15,18,10/21/2015 9:18,,1280,,2698,70666,-4720,-940,88894,-24427,20306,1098332,9212,145,735,202268,60346,-1815
